	Class ID	Original term	Term	T2T best score	Ontology	found_term	TermID
983	http://purl.obolibrary.org/obo/CHMO_0002232	spectrophotometer	spectrophotometer assessment	0.782	ncit	Spectrophotometer	http://purl.obolibrary.org/obo/NCIT_C62333
984	http://purl.obolibrary.org/obo/CHMO_0002236	dark-field microscope	dark-field microscope process	0.757	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
985	http://purl.obolibrary.org/obo/CHMO_0002236	dark-field microscope	dark-field microscope design	0.772	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
986	http://purl.obolibrary.org/obo/CHMO_0002236	dark-field microscope	dark-field microscope	0.885	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
993	http://purl.obolibrary.org/obo/CHMO_0002231	purification	purification	0.937	ncit	Purification	http://purl.obolibrary.org/obo/NCIT_C68780
995	http://purl.obolibrary.org/obo/CHMO_0002231	purification	purification diagnostic	0.692	ncit	Purification	http://purl.obolibrary.org/obo/NCIT_C68780
999	http://purl.obolibrary.org/obo/IAO_0000030	information content entity	information content entity	0.652	ncit	Patent Information	http://purl.obolibrary.org/obo/NCIT_C79291
1008	http://purl.obolibrary.org/obo/BFO_0000034	function	function review	0.642	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
1009	http://purl.obolibrary.org/obo/BFO_0000034	function	function	0.789	ncit	Function Test	http://purl.obolibrary.org/obo/NCIT_C186304
1010	http://purl.obolibrary.org/obo/BFO_0000034	function	function approach	0.692	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1029	http://purl.obolibrary.org/obo/OBI_0001042	pump function	pump function	0.644	ncit	Function Test	http://purl.obolibrary.org/obo/NCIT_C186304
1031	http://purl.obolibrary.org/obo/OBI_0001042	pump function	pump function assessment	0.796	ncit	Functional Assessment	http://purl.obolibrary.org/obo/NCIT_C81250
1035	http://purl.obolibrary.org/obo/CHMO_0002787	syringe pump	syringe pump diagnostic	0.68	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
1036	http://purl.obolibrary.org/obo/CHMO_0002787	syringe pump	syringe pump	0.762	ncit	Syringe Device	http://purl.obolibrary.org/obo/NCIT_C50207
1037	http://purl.obolibrary.org/obo/CHMO_0002787	syringe pump	syringe pump surveillance	0.69	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
1062	http://purl.obolibrary.org/obo/CHMO_0002109	pulse oximetry	pulse oximetry	0.977	ncit	Pulse Oximetry	http://purl.obolibrary.org/obo/NCIT_C38085
1063	http://purl.obolibrary.org/obo/CHMO_0002109	pulse oximetry	pulse oximetry approach	0.769	ncit	Pulse Oximetry	http://purl.obolibrary.org/obo/NCIT_C38085
1065	http://purl.obolibrary.org/obo/CHMO_0001577	extraction	extraction	0.954	ncit	Extraction	http://purl.obolibrary.org/obo/NCIT_C61575
1066	http://purl.obolibrary.org/obo/CHMO_0001577	extraction	extraction sampling	0.711	ncit	Extraction	http://purl.obolibrary.org/obo/NCIT_C61575
1067	http://purl.obolibrary.org/obo/CHMO_0001577	extraction	extraction approach	0.711	ncit	Extraction	http://purl.obolibrary.org/obo/NCIT_C61575
1068	http://purl.obolibrary.org/obo/CHMO_0000800	spectrum	spectrum testing	0.674	ncit	Testing	http://purl.obolibrary.org/obo/NCIT_C15336
1069	http://purl.obolibrary.org/obo/CHMO_0000800	spectrum	spectrum design	0.642	ncit	Design	http://purl.obolibrary.org/obo/NCIT_C43358
1070	http://purl.obolibrary.org/obo/CHMO_0000800	spectrum	spectrum	0.83	ncit	Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C17156
1074	http://purl.obolibrary.org/obo/BFO_0000019	quality	quality	0.787	ncit	Joint Vendor Quality Assurance Plan	http://purl.obolibrary.org/obo/NCIT_C115777
1075	http://purl.obolibrary.org/obo/BFO_0000019	quality	quality system	0.673	ncit	Device System	http://purl.obolibrary.org/obo/NCIT_C50311
1076	http://purl.obolibrary.org/obo/BFO_0000019	quality	quality administration	0.79	ncit	Agent Administration	http://purl.obolibrary.org/obo/NCIT_C70962
1089	http://purl.obolibrary.org/obo/CHEBI_50803	nanoparticle	nanoparticle	0.812	ncit	Nanoparticle Production	http://purl.obolibrary.org/obo/NCIT_C113045
1090	http://purl.obolibrary.org/obo/CHEBI_50803	nanoparticle	nanoparticle approach	0.704	ncit	Nanoparticle Application	http://purl.obolibrary.org/obo/NCIT_C62309
1098	http://purl.obolibrary.org/obo/CHMO_0000950	diffractometer	diffractometer	0.821	ncit	Powder Diffractometer	http://purl.obolibrary.org/obo/NCIT_C78855
1101	http://purl.obolibrary.org/obo/CHMO_0000954	atomic force microscope	atomic force microscope analysis	0.85	ncit	Atomic Force Microscope	http://purl.obolibrary.org/obo/NCIT_C78804
1102	http://purl.obolibrary.org/obo/CHMO_0000954	atomic force microscope	atomic force microscope	0.987	ncit	Atomic Force Microscope	http://purl.obolibrary.org/obo/NCIT_C78804
1104	http://purl.obolibrary.org/obo/CHMO_0000953	microscope	microscope analysis	0.742	ncit	Microscope Device	http://purl.obolibrary.org/obo/NCIT_C50069
1105	http://purl.obolibrary.org/obo/CHMO_0000953	microscope	microscope diagnostic	0.883	ncit	Diagnostic Microscopy	http://purl.obolibrary.org/obo/NCIT_C116505
1137	http://purl.obolibrary.org/obo/OBI_0000968	device	device diagnostic	0.779	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
1138	http://purl.obolibrary.org/obo/OBI_0000968	device	device review	0.767	ncit	Medical Device	http://purl.obolibrary.org/obo/NCIT_C16830
1139	http://purl.obolibrary.org/obo/OBI_0000968	device	device	0.995	ncit	Medical Device	http://purl.obolibrary.org/obo/NCIT_C16830
1143	http://purl.obolibrary.org/obo/CHMO_0002177	dark-field microscopy	dark-field microscopy	0.988	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
1144	http://purl.obolibrary.org/obo/CHMO_0002177	dark-field microscopy	dark-field microscopy tests	0.879	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
1145	http://purl.obolibrary.org/obo/CHMO_0002177	dark-field microscopy	dark-field microscopy study	0.879	ncit	Dark Field Microscopy	http://purl.obolibrary.org/obo/NCIT_C85837
1153	http://purl.obolibrary.org/obo/CHMO_0002815	solubility	solubility identification	0.741	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
1154	http://purl.obolibrary.org/obo/CHMO_0002815	solubility	solubility diagnostic	0.697	ncit	Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220
1155	http://purl.obolibrary.org/obo/OBI_0000796	purification objective	purification objective sampling	0.603	ncit	Purification	http://purl.obolibrary.org/obo/NCIT_C68780
1156	http://purl.obolibrary.org/obo/OBI_0000796	purification objective	purification objective	0.708	ncit	Purification	http://purl.obolibrary.org/obo/NCIT_C68780
1157	http://purl.obolibrary.org/obo/OBI_0000796	purification objective	purification objective administration	0.694	ncit	Medication Administration	http://purl.obolibrary.org/obo/NCIT_C128534
1173	http://purl.obolibrary.org/obo/OBI_0000011	planned process	planned process approach	0.611	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1174	http://purl.obolibrary.org/obo/OBI_0000011	planned process	planned process	0.694	ncit	Human Cells, Tissues, and Cellular and Tissue-Based Products Processing	http://purl.obolibrary.org/obo/NCIT_C133285
1188	http://purl.obolibrary.org/obo/CHMO_0000941	scanning electron microscope	scanning electron microscope	0.978	ncit	Scanning Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78814
1189	http://purl.obolibrary.org/obo/CHMO_0000941	scanning electron microscope	scanning electron microscope process	0.868	ncit	Scanning Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C78814
1191	http://purl.obolibrary.org/obo/CHMO_0000943	scanning probe microscope	scanning probe microscope design	0.869	ncit	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803
1192	http://purl.obolibrary.org/obo/CHMO_0000943	scanning probe microscope	scanning probe microscope surveillance	0.791	ncit	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803
1193	http://purl.obolibrary.org/obo/CHMO_0000943	scanning probe microscope	scanning probe microscope	0.976	ncit	Scanning Probe Microscope	http://purl.obolibrary.org/obo/NCIT_C78803
1197	http://purl.obolibrary.org/obo/CHMO_0002166	autoclave	autoclave	0.971	ncit	Autoclave	http://purl.obolibrary.org/obo/NCIT_C93052
1263	http://purl.obolibrary.org/obo/OBI_0001138	X-ray source	X-ray source sampling	0.643	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
1264	http://purl.obolibrary.org/obo/OBI_0001138	X-ray source	X-ray source	0.682	ncit	Patient Identifier	http://purl.obolibrary.org/obo/NCIT_C164337
1265	http://purl.obolibrary.org/obo/OBI_0001138	X-ray source	X-ray source review	0.601	ncit	Review	http://purl.obolibrary.org/obo/NCIT_C42729
1269	http://purl.obolibrary.org/obo/CHMO_0000987	capillary column	capillary column	0.685	ncit	Applied Biosystems Capillary Sequencing	http://purl.obolibrary.org/obo/NCIT_C198570
1271	http://purl.obolibrary.org/obo/CHMO_0000987	capillary column	capillary column administration	0.673	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
1272	http://purl.obolibrary.org/obo/CHMO_0000982	mass spectrometer	mass spectrometer approach	0.806	ncit	Mass Spectrometer	http://purl.obolibrary.org/obo/NCIT_C47875
1273	http://purl.obolibrary.org/obo/CHMO_0000982	mass spectrometer	mass spectrometer	0.988	ncit	Mass Spectrometer	http://purl.obolibrary.org/obo/NCIT_C47875
1344	http://purl.obolibrary.org/obo/OBI_0400064	laser	laser	0.988	ncit	Laser Surgery	http://purl.obolibrary.org/obo/NCIT_C15268
1345	http://purl.obolibrary.org/obo/OBI_0400064	laser	laser detection	0.755	ncit	Biological Detection Test	http://purl.obolibrary.org/obo/NCIT_C174330
1346	http://purl.obolibrary.org/obo/OBI_0400064	laser	laser system	0.731	ncit	Drug Delivery System	http://purl.obolibrary.org/obo/NCIT_C17423
1350	http://purl.obolibrary.org/obo/OBI_0302888	washing	washing administration	0.79	ncit	Administration	http://purl.obolibrary.org/obo/NCIT_C25409
1364	http://purl.obolibrary.org/obo/CHEBI_50594	carbon nanotube	carbon nanotube identification	0.693	ncit	Biologic Entity Classification	http://purl.obolibrary.org/obo/NCIT_C164374
1386	http://purl.obolibrary.org/obo/CHMO_0001059	ion detector	ion detector process	0.65	ncit	Detector	http://purl.obolibrary.org/obo/NCIT_C41276
1387	http://purl.obolibrary.org/obo/CHMO_0001059	ion detector	ion detector system	0.669	ncit	Detector	http://purl.obolibrary.org/obo/NCIT_C41276
1388	http://purl.obolibrary.org/obo/CHMO_0001059	ion detector	ion detector	0.832	ncit	Detector Device	http://purl.obolibrary.org/obo/NCIT_C49916
1398	http://purl.obolibrary.org/obo/CHMO_0002263	cation-exchange column	cation-exchange column sampling	0.516	ncit	Sampling	http://purl.obolibrary.org/obo/NCIT_C25662
1401	http://purl.obolibrary.org/obo/OBI_0302912	electroporation	electroporation detection	0.764	ncit	Electroporation	http://purl.obolibrary.org/obo/NCIT_C15707
1402	http://purl.obolibrary.org/obo/OBI_0302912	electroporation	electroporation process	0.788	ncit	Electroporation	http://purl.obolibrary.org/obo/NCIT_C15707
1403	http://purl.obolibrary.org/obo/OBI_0302912	electroporation	electroporation	0.955	ncit	Electroporation	http://purl.obolibrary.org/obo/NCIT_C15707
1407	http://purl.obolibrary.org/obo/CHMO_0001957	flow cytometer	flow cytometer	0.982	ncit	Flow Cytometer	http://purl.obolibrary.org/obo/NCIT_C78806
1408	http://purl.obolibrary.org/obo/CHMO_0001957	flow cytometer	flow cytometer sampling	0.773	ncit	Flow Cytometer	http://purl.obolibrary.org/obo/NCIT_C78806
1409	http://purl.obolibrary.org/obo/CHMO_0001957	flow cytometer	flow cytometer method	0.827	ncit	Flow Cytometer	http://purl.obolibrary.org/obo/NCIT_C78806
1410	http://purl.obolibrary.org/obo/CHMO_0001088	electron microscope	electron microscope	0.986	ncit	Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C28219
1412	http://purl.obolibrary.org/obo/CHMO_0001088	electron microscope	electron microscope study	0.872	ncit	Electron Microscope	http://purl.obolibrary.org/obo/NCIT_C28219
1413	http://purl.obolibrary.org/obo/CHMO_0001085	fluorescence-activated cell sorting	fluorescence-activated cell sorting approach	0.87	ncit	Fluorescence Activated Cell Sorting	http://purl.obolibrary.org/obo/NCIT_C17353
1414	http://purl.obolibrary.org/obo/CHMO_0001085	fluorescence-activated cell sorting	fluorescence-activated cell sorting	0.972	ncit	Fluorescence Activated Cell Sorting	http://purl.obolibrary.org/obo/NCIT_C17353
1419	http://purl.obolibrary.org/obo/CHMO_0001234	spectrometer	spectrometer sampling	0.766	ncit	Spectrometer	http://purl.obolibrary.org/obo/NCIT_C62336
1420	http://purl.obolibrary.org/obo/CHMO_0001234	spectrometer	spectrometer detection	0.8	ncit	Spectrometer Device	http://purl.obolibrary.org/obo/NCIT_C50061
1421	http://purl.obolibrary.org/obo/CHMO_0001234	spectrometer	spectrometer surveillance	0.699	ncit	Spectrometer	http://purl.obolibrary.org/obo/NCIT_C62336
1443	http://purl.obolibrary.org/obo/CHMO_0002579	autosampler	autosampler surveillance	0.69	ncit	Surveillance	http://purl.obolibrary.org/obo/NCIT_C15719
1444	http://purl.obolibrary.org/obo/CHMO_0002579	autosampler	autosampler	0.47	ncit	Specimen Identifier	http://purl.obolibrary.org/obo/NCIT_C166393
1446	http://purl.obolibrary.org/obo/CHMO_0001624	fermentation	fermentation	0.521	ncit	Perfusion Culture Biosynthesis	http://purl.obolibrary.org/obo/NCIT_C112961
1448	http://purl.obolibrary.org/obo/CHMO_0001624	fermentation	fermentation system	0.572	ncit	Device System	http://purl.obolibrary.org/obo/NCIT_C50311
1467	http://purl.obolibrary.org/obo/OBI_0200199	gas chromatography mass spectrometry	gas chromatography mass spectrometry	0.989	ncit	Gas Chromatography Mass Spectrometry	http://purl.obolibrary.org/obo/NCIT_C111203
1509	http://purl.obolibrary.org/obo/IAO_0000030	information entity	information entity detection	0.65	ncit	Conformation Dependent Mutation Detection	http://purl.obolibrary.org/obo/NCIT_C20064
1511	http://purl.obolibrary.org/obo/IAO_0000030	information entity	information entity approach	0.554	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1513	http://purl.obolibrary.org/obo/MMO_0000380	GFAAS	GFAAS administration	0.831	ncit	Administration, Management	http://purl.obolibrary.org/obo/NCIT_C48905
1514	http://purl.obolibrary.org/obo/MMO_0000380	GFAAS	GFAAS study	0.702	ncit	Study	http://purl.obolibrary.org/obo/NCIT_C63536
1516	http://purl.obolibrary.org/obo/CHMO_0000239	GFAAS	GFAAS administration	0.831	ncit	Administration, Management	http://purl.obolibrary.org/obo/NCIT_C48905
1517	http://purl.obolibrary.org/obo/CHMO_0000239	GFAAS	GFAAS study	0.702	ncit	Study	http://purl.obolibrary.org/obo/NCIT_C63536
1530	http://purl.obolibrary.org/obo/MMO_0000669	protein immunoblot assay	protein immunoblot assay method	0.723	ncit	Immunoblot Analysis	http://purl.obolibrary.org/obo/NCIT_C17638
1531	http://purl.obolibrary.org/obo/MMO_0000669	protein immunoblot assay	protein immunoblot assay study	0.736	ncit	Immunoblot Analysis	http://purl.obolibrary.org/obo/NCIT_C17638
1533	http://purl.obolibrary.org/obo/MMO_0000669	western	western administration	0.79	ncit	Agent Administration	http://purl.obolibrary.org/obo/NCIT_C70962
1535	http://purl.obolibrary.org/obo/MMO_0000669	western	western analysis	0.723	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1536	http://purl.obolibrary.org/obo/MMO_0000035		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1537	http://purl.obolibrary.org/obo/MMO_0000035		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1538	http://purl.obolibrary.org/obo/MMO_0000035		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1539	http://purl.obolibrary.org/obo/MMO_0000287		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1540	http://purl.obolibrary.org/obo/MMO_0000287		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1541	http://purl.obolibrary.org/obo/MMO_0000287		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1542	http://purl.obolibrary.org/obo/MMO_0000288		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1543	http://purl.obolibrary.org/obo/MMO_0000288		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1544	http://purl.obolibrary.org/obo/MMO_0000288		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1545	http://purl.obolibrary.org/obo/MMO_0000127		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1546	http://purl.obolibrary.org/obo/MMO_0000127		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1547	http://purl.obolibrary.org/obo/MMO_0000127		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1548	http://purl.obolibrary.org/obo/MMO_0000098		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1549	http://purl.obolibrary.org/obo/MMO_0000098		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1550	http://purl.obolibrary.org/obo/MMO_0000098		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1551	http://purl.obolibrary.org/obo/MMO_0000683		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1552	http://purl.obolibrary.org/obo/MMO_0000683		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1553	http://purl.obolibrary.org/obo/MMO_0000683		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1554	http://purl.obolibrary.org/obo/MMO_0000468		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1555	http://purl.obolibrary.org/obo/MMO_0000468		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1556	http://purl.obolibrary.org/obo/MMO_0000468		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1557	http://purl.obolibrary.org/obo/MMO_0000173		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1558	http://purl.obolibrary.org/obo/MMO_0000173		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1559	http://purl.obolibrary.org/obo/MMO_0000173		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1560	http://purl.obolibrary.org/obo/MMO_0000170		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1561	http://purl.obolibrary.org/obo/MMO_0000170		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1562	http://purl.obolibrary.org/obo/MMO_0000170		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1563	http://purl.obolibrary.org/obo/MMO_0000289		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1564	http://purl.obolibrary.org/obo/MMO_0000289		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1565	http://purl.obolibrary.org/obo/MMO_0000289		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1566	http://purl.obolibrary.org/obo/MMO_0000503		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1567	http://purl.obolibrary.org/obo/MMO_0000503		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1568	http://purl.obolibrary.org/obo/MMO_0000503		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1569	http://purl.obolibrary.org/obo/MMO_0000682		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1570	http://purl.obolibrary.org/obo/MMO_0000682		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1571	http://purl.obolibrary.org/obo/MMO_0000682		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1572	http://purl.obolibrary.org/obo/MMO_0000496		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1573	http://purl.obolibrary.org/obo/MMO_0000496		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1574	http://purl.obolibrary.org/obo/MMO_0000496		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1575	http://purl.obolibrary.org/obo/MMO_0000094		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1576	http://purl.obolibrary.org/obo/MMO_0000094		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1577	http://purl.obolibrary.org/obo/MMO_0000094		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1578	http://purl.obolibrary.org/obo/MMO_0000217		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1579	http://purl.obolibrary.org/obo/MMO_0000217		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1580	http://purl.obolibrary.org/obo/MMO_0000217		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1581	http://purl.obolibrary.org/obo/MMO_0000575		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1582	http://purl.obolibrary.org/obo/MMO_0000575		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1583	http://purl.obolibrary.org/obo/MMO_0000575		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1584	http://purl.obolibrary.org/obo/MMO_0000338		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1585	http://purl.obolibrary.org/obo/MMO_0000338		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1586	http://purl.obolibrary.org/obo/MMO_0000338		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1587	http://purl.obolibrary.org/obo/MMO_0000678		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1588	http://purl.obolibrary.org/obo/MMO_0000678		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1589	http://purl.obolibrary.org/obo/MMO_0000678		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1590	http://purl.obolibrary.org/obo/MMO_0000100		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1591	http://purl.obolibrary.org/obo/MMO_0000100		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1592	http://purl.obolibrary.org/obo/MMO_0000100		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1593	http://purl.obolibrary.org/obo/MMO_0000712		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1594	http://purl.obolibrary.org/obo/MMO_0000712		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1595	http://purl.obolibrary.org/obo/MMO_0000712		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1596	http://purl.obolibrary.org/obo/MMO_0000684		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1597	http://purl.obolibrary.org/obo/MMO_0000684		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1598	http://purl.obolibrary.org/obo/MMO_0000684		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1599	http://purl.obolibrary.org/obo/MMO_0000759		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1600	http://purl.obolibrary.org/obo/MMO_0000759		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1601	http://purl.obolibrary.org/obo/MMO_0000759		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1602	http://purl.obolibrary.org/obo/CHMO_0002607		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1603	http://purl.obolibrary.org/obo/CHMO_0002607		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1604	http://purl.obolibrary.org/obo/CHMO_0002607		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1605	http://purl.obolibrary.org/obo/CHMO_0001640		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1606	http://purl.obolibrary.org/obo/CHMO_0001640		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1607	http://purl.obolibrary.org/obo/CHMO_0001640		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1608	http://purl.obolibrary.org/obo/CHMO_0000974		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1609	http://purl.obolibrary.org/obo/CHMO_0000974		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1610	http://purl.obolibrary.org/obo/CHMO_0000974		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1611	http://purl.obolibrary.org/obo/CHMO_0000975		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1612	http://purl.obolibrary.org/obo/CHMO_0000975		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1613	http://purl.obolibrary.org/obo/CHMO_0000975		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1614	http://purl.obolibrary.org/obo/CHMO_0000979		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1615	http://purl.obolibrary.org/obo/CHMO_0000979		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1616	http://purl.obolibrary.org/obo/CHMO_0000979		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1617	http://purl.obolibrary.org/obo/OBI_0302893		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
1618	http://purl.obolibrary.org/obo/OBI_0302893		N/A analysis	0.886	ncit	Analysis	http://purl.obolibrary.org/obo/NCIT_C25391
1619	http://purl.obolibrary.org/obo/OBI_0302893		N/A assessment	0.885	ncit	Assessment	http://purl.obolibrary.org/obo/NCIT_C25217
1620	http://purl.obolibrary.org/obo/BFO_0000015		N/A approach	0.876	ncit	Approach	http://purl.obolibrary.org/obo/NCIT_C176499
