	count	term	ror_id	ror_label	priority	exact_match?
289	196	Agency for Healthcare Research and Quality	https://ror.org/03jmfdf59	Agency for Healthcare Research and Quality	3	True
290	195	Ministerstwo Nauki i Szkolnictwa Wyższego	https://ror.org/05dwvd537	Ministerstwo Nauki i Szkolnictwa Wyższego	3	True
291	195	National Institute for Health Research	https://ror.org/0187kwz08	National Institute for Health Research	3	True
292	194	National Geographic Society	https://ror.org/04bqh5m06	National Geographic Society	3	True
293	193	Eli Lilly and Company	https://ror.org/05p8kt313		3	False
294	193	Generalitat Valenciana	https://ror.org/0097mvx21	Generalitat Valenciana	3	True
295	192	DBT/Wellcome Trust India Alliance	Error	request parse issue	3	False
296	191	Boehringer Ingelheim	https://ror.org/0324red69		3	False
297	191	DER - Pregnancy and Perinatology Branch (PPB)	https://ror.org/05q89dp90	Pharmacy and Poisons Board	3	False
298	191	Ministry of Education of the People&apos;s Republic of China	Error	No items	3	False
299	190	Gouvernement du Canada | Natural Sciences and Engineering Research Council of Canada	https://ror.org/010q4q527	Government of Canada	3	False
300	188	Volkswagen Foundation	https://ror.org/03bsmfz84	Volkswagen Foundation	3	True
301	184	Deutsche Krebshilfe	https://ror.org/01wxdd722	Deutsche Krebshilfe	3	True
302	183	Institut National de la Santé et de la Recherche Médicale	https://ror.org/02vjkv261	French Institute of Health and Medical Research	3	False
303	182	Burroughs Wellcome Fund	https://ror.org/01d35cw23	Burroughs Wellcome Fund	3	True
304	182	European Molecular Biology Organization	https://ror.org/04wfr2810	European Molecular Biology Organization	3	True
305	182	Fonds De La Recherche Scientifique - FNRS	https://ror.org/03q83t159	Fund for Scientific Research	3	False
306	181	Bristol-Myers Squibb	https://ror.org/03c09ma81		3	False
307	179	Uehara Memorial Foundation	https://ror.org/00gc20a07	Uehara Memorial Foundation	3	True
308	178	Ministerstvo Školství, Mládeže a Tělovýchovy	https://ror.org/037n8p820	Ministry of Education Youth and Sports	3	False
309	177	Defense Advanced Research Projects Agency	https://ror.org/02caytj08	Defense Advanced Research Projects Agency	3	True
310	177	Thailand Research Fund	https://ror.org/00fna1f74		3	False
311	177	U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences	Error	No items	1	False
312	176	HHS | National Institutes of Health (NIH)	https://ror.org/01cwqze88	National Institutes of Health	1	False
313	175	National Medical Research Council	https://ror.org/04x3cxs03	National Medical Research Council	3	True
314	174	Agencia Nacional de Promoción Científica y Tecnológica	https://ror.org/03stxzb56	Agencia Nacional de Promoción Científica y Tecnológica	3	True
315	173	Ministry of Education - Singapore	https://ror.org/03m01yf64	Ministry of Education	3	False
316	173	U.S. Department of Health and Human Services	https://ror.org/05p26gw61	Department of Health and Human Services	3	False
317	172	German Federal Ministry of Education and Research	https://ror.org/04pz7b180	Federal Ministry of Education and Research	3	False
318	172	Novo Nordisk Foundation	https://ror.org/04txyc737	Novo Nordisk Foundation	3	True
319	171	Research to Prevent Blindness	https://ror.org/04drjs621	Research to Prevent Blindness	3	True
320	171	UK Research and Innovation	https://ror.org/001aqnf71	UK Research and Innovation	3	True
321	170	H2020 Marie Sklodowska-Curie Actions	https://ror.org/02aqv1x10	Marie Curie	3	False
322	170	Natural Science Foundation of Fujian Province	https://ror.org/05eg09m10	Fujian Province Science and Technology Association	3	False
323	169	Youth Innovation Promotion Association of the Chinese Academy of Sciences	https://ror.org/031141b54	Youth Innovation Promotion Association	3	False
324	168	ANR	https://ror.org/00rbzpz17	National Agency for Research	3	False
325	168	Agricultural Research Service	https://ror.org/02d2m2044	Agricultural Research Service	3	True
326	168	Department of Biotechnology, Ministry of Science and Technology, India	https://ror.org/0380vn954	Department of Information Technology, Biotechnology and Science and Technology	3	False
327	167	Alfred P. Sloan Foundation	https://ror.org/052csg198	Alfred P. Sloan Foundation	3	True
328	166	CNPq	https://ror.org/03swz6y49	CNPq	3	True
329	166	EC | Horizon 2020 Framework Programme	https://ror.org/0235g7a39	Framework	3	False
330	166	Fondazione Cariplo	https://ror.org/01gb56c55	Cariplo Foundation	3	False
331	166	Karolinska Institutet	https://ror.org/056d84691	Karolinska Institutet	3	True
332	166	NCIRD CDC HHS	https://ror.org/05je2tx78	National Center for Immunization and Respiratory Diseases	2	False
333	166	Novartis	https://ror.org/04kqbrq68		3	False
334	165	National Center for Research Resources	https://ror.org/01p4cne93	National Center for Genome Resources	3	False
335	165	Spanish Ministry of Economy and Competitiveness	https://ror.org/02fn8ac40	Ministry of Economy	3	False
336	163	Fonds de Recherche du Québec - Santé	https://ror.org/02eqrsj93	Fonds de Recherche du Québec - Santé	3	True
337	162	Dutch Research Council	https://ror.org/04jsz6e67	Dutch Research Council	3	True
338	162	Novo Nordisk Foundation Center for Protein Research	https://ror.org/04txyc737	Novo Nordisk Foundation	3	False
339	160	Air Force Office of Scientific Research	https://ror.org/011e9bt93	United States Air Force Office of Scientific Research	3	False
340	160	NCIPC CDC HHS	https://ror.org/0015x1k58	National Center for Injury Prevention and Control	2	False
341	160	National Institute on Deafness and Other Communication Disorders	https://ror.org/04mhx6838	National Institute on Deafness and Other Communication Disorders	3	True
342	158	National Major Science and Technology Projects of China	https://ror.org/01rvge007	Pennsylvania Elks Home Service Program	3	False
343	157	CAMS Innovation Fund for Medical Sciences	https://ror.org/058qzvd72	Cyprus Arbitration & Mediation Centre	3	False
344	157	Core Research for Evolutional Science and Technology	https://ror.org/036wvzt09	Agency for Science, Technology and Research	3	False
345	155	Innovative Medicines Initiative	https://ror.org/019af4n30	Innovative Medicines Initiative	3	True
346	154	CGH CDC HHS	https://ror.org/05vxnmp88	Cheil General Hospital and Women's Healthcare Center	2	False
347	154	Consejo Nacional de Investigaciones Científicas y Técnicas	https://ror.org/03cqe8w59	Consejo Nacional de Investigaciones Científicas y Técnicas	3	True
348	154	NIHR	https://ror.org/0187kwz08	NIHR	1	True
349	154	National Institute on Minority Health and Health Disparities	https://ror.org/0493hgw16	National Institute on Minority Health and Health Disparities	3	True
350	153	Novo Nordisk	https://ror.org/0435rc536		3	False
351	151	Beijing Municipal Science and Technology Commission	https://ror.org/034k14f91	Beijing Municipal Science and Technology Commission	3	True
352	151	Vetenskapsr?det	https://ror.org/03zttf063	Swedish Research Council	3	False
353	150	AbbVie	https://ror.org/04p6dqe59		3	False
354	149	U.S. Environmental Protection Agency	https://ror.org/03tns0030	Environmental Protection Agency	3	False
355	148	HHS | NIH | National Cancer Institute	https://ror.org/020qj1b53	Helping Hand Society	1	False
356	147	South African Medical Research Council	https://ror.org/05q60vz69	South African Medical Research Council	3	True
357	146	Gilead Sciences	https://ror.org/051j13341		3	False
358	146	Johnson & Johnson Pharmaceutical Research & Development, L.L.C.	Error	No items	3	False
359	145	Fogarty International Center	https://ror.org/02xey9a22	Fogarty International Center	3	True
360	144	DBT-Wellcome Trust India Alliance	https://ror.org/04reqzt68	Wellcome Trust/DBT India Alliance	3	False
361	144	Department of Science and Technology of Sichuan Province	https://ror.org/04323m874	Science and Technology Department of Sichuan Province	3	False
362	144	Knut and Alice Wallenberg Foundation	https://ror.org/004hzzk67	Knut and Alice Wallenberg Foundation	3	True
363	143	King Saud University	https://ror.org/02f81g417	King Saud University	3	True
364	143	Research Council of Norway	https://ror.org/00epmv149	The Research Council of Norway	3	False
365	143	Sanofi	https://ror.org/01aptcd74		3	False
366	143	the Fundamental Research Funds for the Central Universities	https://ror.org/02s0c9732	Hope Funds for Cancer Research	3	False
367	141	Alzheimer's Society	https://ror.org/0472gwq90	Alzheimer's Society	3	True
368	141	Ligue Contre le Cancer	https://ror.org/00byz6s18	Geneva League Against Cancer	3	False
369	141	Natural Science Foundation of Hubei Province	https://ror.org/03323pz98	Hubei Provincial Women and Children's Hospital	3	False
370	140	Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada	https://ror.org/01h531d29	Natural Sciences and Engineering Research Council	3	False
371	140	Else Kröner-Fresenius-Stiftung	https://ror.org/03zcxha54	Else Kröner-Fresenius-Stiftung	3	True
372	140	King Abdullah University of Science and Technology	https://ror.org/01q3tbs38	King Abdullah University of Science and Technology	3	True
373	140	NCEZID CDC HHS	https://ror.org/02ggwpx62	National Center for Emerging and Zoonotic Infectious Diseases	2	False
374	140	National Research Foundation Singapore	https://ror.org/01jz2hz84	National Kidney Foundation Singapore	3	False
375	140	U.S. Department of Health &amp; Human Services | NIH | National Institute of Mental Health	Error	No items	1	False
376	139	Beijing Natural Science Foundation	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	False
377	139	Brain and Behavior Research Foundation	https://ror.org/03a63f080	Brain & Behavior Research Foundation	3	False
378	139	FAPESP	https://ror.org/02ddkpn78	FAPESP	3	True
379	139	Hoffmann-La Roche	https://ror.org/04seaqh41	Hoffmann-La Roche	3	True
380	139	Slovenian Research Agency	https://ror.org/059bp8k51	Slovenian Research Agency	3	True
381	139	Strategic Priority Research Program of the Chinese Academy of Sciences	https://ror.org/034t30j35	Chinese Academy of Sciences	3	False
382	138	Army Research Office	https://ror.org/05epdh915	United States Army Research Office	3	False
383	138	European Hematology Association	https://ror.org/05hk0hn26	European Hematology Association	3	True
384	138	JSPS	https://ror.org/00hhkn466	JSPS	3	True
385	138	Merck	https://ror.org/03my72535		3	False
386	137	Agencia Nacional de Investigación y Desarrollo	https://ror.org/02ap3w078	Agencia Nacional de Investigación y Desarrollo	3	True
387	137	Research Foundation - Flanders	https://ror.org/03qtxy027	Research Foundation - Flanders	3	True
388	136	National Science Foundation of Sri Lanka	https://ror.org/010xaa060	National Science Foundation of Sri Lanka	3	True
389	136	The Dunhill Medical Trust	https://ror.org/05ayqqv15	Dunhill Medical Trust	3	False
390	136	The National Key Research and Development Program of China	https://ror.org/024zcda42		3	False
391	135	Great Ormond Street Hospital Childrens Charity	https://ror.org/03vjq7x94	Great Ormond Street Hospital Children's Charity	3	False
392	135	Sigrid Juséliuksen Säätiö	https://ror.org/00ckakm23	Sigrid Jusélius Foundation	3	False
393	134	Academia Sinica	https://ror.org/05bxb3784	Academia Sinica	3	True
394	134	Bill & Melinda Gates Foundation	Error	No items	3	False
395	134	Karolinska Institute	https://ror.org/056d84691	Karolinska Institute	3	True
396	134	Natural Science Foundation of Tianjin City	https://ror.org/003sd7q02	Tianjin Natural History Museum	3	False
397	133	Department of Biotechnology, Ministry of Science and Technology	https://ror.org/0380vn954	Department of Information Technology, Biotechnology and Science and Technology	3	False
398	133	Ministry of Science and ICT	https://ror.org/01wpjm123	Ministry of Science and ICT	3	True
399	133	National Key Research and Development Program of China Stem Cell and Translational Research	https://ror.org/03m0zs870	Stem-Cell and Brain Research Institute	3	False
400	133	Parkinson's UK	https://ror.org/02417p338	Parkinson's UK	3	True
401	133	RCUK | Medical Research Council	https://ror.org/03x94j517	Medical Research Council	3	False
402	133	Swedish Research Council for Environment Agricultural Sciences and Spatial Planning	https://ror.org/03pjs1y45	Swedish Research Council for Environment Agricultural Sciences and Spatial Planning	3	True
403	132	Chang Gung Memorial Hospital	https://ror.org/02verss31	Chang Gung Memorial Hospital	3	True
404	132	WHI NIH HHS	https://ror.org/05f7khr13	Women's Health Initiative	1	False
405	131	KU Leuven	https://ror.org/05f950310	KU Leuven	3	True
406	131	Marie Curie	https://ror.org/02aqv1x10	Marie Curie	3	True
407	130	Ministry of Science and Technology of China	https://ror.org/02b207r52	Ministry of Science and Technology	3	False
408	130	National Centre for the Replacement, Refinement and Reduction of Animals in Research	https://ror.org/02w0kg036	National Centre for the Replacement Refinement and Reduction of Animals in Research	3	False
409	129	Alexander von Humboldt Foundation	https://ror.org/012kf4317	Alexander von Humboldt Foundation	3	True
410	129	Health Research Council of New Zealand	https://ror.org/00zbf3d93	Health Research Council of New Zealand	3	True
411	129	Lund University	https://ror.org/012a77v79	Lund University	3	True
412	129	National Oceanic and Atmospheric Administration	https://ror.org/02z5nhe81	National Oceanic and Atmospheric Administration	3	True
413	128	Breast Cancer Research Foundation	https://ror.org/0348ff195	Breast Cancer Research Foundation	3	True
414	128	MRC	https://ror.org/04c466w42	MRC	3	True
415	128	Spanish Ministry of Science and Innovation	https://ror.org/05r0vyz12		3	False
416	128	Steno Diabetes Center Copenhagen (SDCC)	https://ror.org/03w7awk87	Steno Diabetes Center	3	False
417	127	Abbott	https://ror.org/02x2gk324		3	False
418	127	Department of Health | National Health and Medical Research Council (NHMRC)	https://ror.org/011kf5r70	National Health and Medical Research Council	3	False
419	127	Division of Materials Research	https://ror.org/01pc7k308	Division of Materials Research	3	True
420	127	Hjärt-Lungfonden	https://ror.org/052261q33	Hjärt-Lungfonden	3	True
421	126	Genome Canada	https://ror.org/029s29983	Genome Canada	3	True
422	125	Guangdong Basic and Applied Basic Research Foundation	https://ror.org/05qm21180	Beijing Advanced Sciences and Innovation Center	3	False
423	125	Innovative Research Group Project of the National Natural Science Foundation of China	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
424	125	Japan Agency for Medical Research and Development (AMED)	https://ror.org/004rtk039	Japan Agency for Medical Research and Development	3	False
425	124	NHLBI	https://ror.org/012pb6c26	NHLBI	3	True
426	124	NSFC	https://ror.org/01h0zpd94	NSFC	3	True
427	124	Nemzeti Kutatási Fejlesztési és Innovációs Hivatal	https://ror.org/03g2am276	National Research, Development and Innovation Office	3	False
428	123	Fundação de Amparo à Pesquisa do Estado de Minas Gerais	https://ror.org/00nc55f03	Fundação de Amparo à Pesquisa do Estado de Minas Gerais	3	True
429	123	Intramural FDA HHS	https://ror.org/034xvzb47	United States Food and Drug Administration	2	False
430	123	Ministry of Trade, Industry and Energy	https://ror.org/008nkqk13	Ministry of Trade, Industry and Energy	3	True
431	123	NCHHSTP CDC HHS	https://ror.org/01wjn2x92	National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention	2	False
432	123	National Health Research Institutes	https://ror.org/02r6fpx29	National Health Research Institutes	3	True
433	122	Beijing Municipal Natural Science Foundation	https://ror.org/034k14f91	Beijing Municipal Science and Technology Commission	3	False
434	122	Comisión Nacional de Investigación Científica y Tecnológica	https://ror.org/006j36p28		3	False
435	122	Cystic Fibrosis Foundation	https://ror.org/00ax59295	Cystic Fibrosis Foundation	3	True
436	122	Natural Science Foundation of Hunan Province	https://ror.org/05ckg3w11	Education Department of Hunan Province	3	False
437	121	Blood Cancer UK	https://ror.org/0055acf80	Blood Cancer UK	3	True
438	121	Gouvernement du Canada | Canadian Institutes of Health Research	https://ror.org/010q4q527	Government of Canada	3	False
439	120	Public Health Agency	https://ror.org/03ek62e72	Public Health Agency	3	True
440	119	BMBF	https://ror.org/04pz7b180	BMBF	3	True
441	119	Guangdong Science and Technology Department	https://ror.org/00tjzgn92	Guangdong Science and Technology Department	3	True
442	117	EPSRC	https://ror.org/0439y7842	EPSRC	3	True
443	117	FP7 People: Marie-Curie Actions	https://ror.org/0144ggd58	International Research and Development Actions	3	False
444	117	Institut National Du Cancer	https://ror.org/040gcmg81	National Cancer Institute	3	False
445	117	Irish Research Council	https://ror.org/029z8r738	Olympic Council of Ireland	3	False
446	116	FWF Austrian Science Fund	https://ror.org/013tf3c58	FWF Austrian Science Fund	3	True
447	116	Fundacja na rzecz Nauki Polskiej	https://ror.org/048zd9m77	Foundation for Polish Science	3	False
448	116	Ministry of Science and ICT, South Korea	https://ror.org/01wpjm123	Ministry of Science and ICT	3	False
449	116	Roche	https://ror.org/01x544h30		3	False
450	115	Damon Runyon Cancer Research Foundation	https://ror.org/01gd7b947	Damon Runyon Cancer Research Foundation	3	True
451	115	Department for International Development (DFID)	https://ror.org/042p3e123	Society for International Development	3	False
452	115	National Science Centre, Poland	https://ror.org/01wwwe276	National Centre for Atmospheric Science	3	False
453	114	National Research, Development and Innovation Office	https://ror.org/03g2am276	National Research, Development and Innovation Office	3	True
454	114	Science and Technology Planning Project of Guangdong Province	https://ror.org/058xdps70	Guangdong Province Science and Technology Library	3	False
455	113	Diabetes UK	https://ror.org/050rgn017	Diabetes UK	3	True
456	112	Amgen	https://ror.org/02ezy5072		3	False
457	112	Barts Charity	https://ror.org/0513pp416	Barts Charity	3	True
458	112	National Natural Science Foundation of China (CN)	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
459	112	Natural Science Foundation of Liaoning Province	https://ror.org/02f09cx53	Department of Science and Technology of Liaoning Province	3	False
460	111	Department of Science and Technology, Ministry of Science and Technology, India	https://ror.org/02b207r52	Ministry of Science and Technology	3	False
461	111	NIGMS	https://ror.org/04q48ey07	NIGMS	3	True
462	111	National Institute of Nursing Research	https://ror.org/01y3zfr79	National Institute of Nursing Research	3	True
463	110	RCUK | Engineering and Physical Sciences Research Council (EPSRC)	https://ror.org/0439y7842	Engineering and Physical Sciences Research Council	3	False
464	110	Social Sciences and Humanities Research Council of Canada	https://ror.org/04j5jqy92	Social Sciences and Humanities Research Council	3	False
465	109	Ministry of Science and Technology of the People’s Republic of China	https://ror.org/027s68j25	Ministry of Science and Technology of the People's Republic of China	3	False
466	109	Naito Foundation	https://ror.org/02s016q17	Naito Foundation	3	True
467	109	National Science and Technology Major Project	https://ror.org/04emg8k55	National Science and Technology Library	3	False
468	108	Defense Threat Reduction Agency	https://ror.org/04tz64554	Defense Threat Reduction Agency	3	True
469	108	Ministry of Economy, Industry and Competitiveness	https://ror.org/055tm7f07	Ministry of Economy, Trade and Industry	3	False
470	108	Ministry of Higher Education, Malaysia	https://ror.org/05mcs2t73	Ministry of Higher Education	3	False
471	108	Office of Science	https://ror.org/00mmn6b08	Office of Science	3	True
472	108	Sanming Project of Medicine in Shenzhen	https://ror.org/044pany34	Sanming University	3	False
473	108	Xunta de Galicia	https://ror.org/0181xnw06	Xunta de Galicia	3	True
474	108	the National Key R&D Program of China	Error	No items	3	False
475	107	CAPES	https://ror.org/016e3ca54	CAPES	3	True
476	107	EC | Horizon 2020 Framework Programme (EU Framework Programme for Research and Innovation H2020)	https://ror.org/0235g7a39	Framework	3	False
477	107	Forskningsrådet om Hälsa, Arbetsliv och Välfärd	https://ror.org/02d290r06	Swedish Research Council for Health Working Life and Welfare	3	False
478	107	Janssen Research & Development, LLC	Error	No items	3	False
479	107	Kidney Research UK	https://ror.org/02kx7se86	Kidney Research UK	3	True
480	107	National Science Centre	https://ror.org/01wwwe276	National Centre for Atmospheric Science	3	False
481	107	RCUK | Engineering and Physical Sciences Research Council	https://ror.org/0439y7842	Engineering and Physical Sciences Research Council	3	False
482	107	ReumaFonds	https://ror.org/05dr3r825	Dutch Arthritis Foundation	3	False
483	106	American Diabetes Association	https://ror.org/04f6cgz95	American Diabetes Association	3	True
484	106	Health and Medical Research Fund	https://ror.org/03szkq031	Environment and Health Fund	3	False
485	106	RCUK | Biotechnology and Biological Sciences Research Council	https://ror.org/00cwqg982	Biotechnology and Biological Sciences Research Council	3	False
486	105	AMED	https://ror.org/004rtk039	AMED	3	True
487	105	Danmarks Grundforskningsfond	https://ror.org/00znyv691	Danish National Research Foundation	3	False
488	105	National Natural Science Foundation	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
489	105	Science Earth Science System NASA	https://ror.org/045s99b94	NASA Earth Science	3	False
490	104	Canadian Institutes for Health Research	https://ror.org/01gavpb45	Canadian Institutes of Health Research	3	False
491	104	KAKENHI	Error	No items	3	False
492	104	National Natural Science Foundation of China-Guangdong Joint Fund	https://ror.org/01h0zpd94	National Natural Science Foundation of China	3	False
493	104	VINNOVA	https://ror.org/01kd5m353	VINNOVA	3	True
494	103	Chinese Academy of Medical Sciences	https://ror.org/02drdmm93	Chinese Academy of Medical Sciences	3	True
495	103	Ministerstvo Zdravotnictví Ceské Republiky	https://ror.org/00y6khe77	Ministry of Health	3	False
496	103	Patient-Centered Outcomes Research Institute	https://ror.org/014q65q44	Patient-Centered Outcomes Research Institute	3	True
497	102	Division of Environmental Biology	https://ror.org/03g87he71	Division of Environmental Biology	3	True
498	102	European Foundation for the Study of Diabetes	https://ror.org/05tgz4m05	European Foundation for the Study of Diabetes	3	True
499	102	Natural Science Foundation of Hunan Province	https://ror.org/05ckg3w11	Education Department of Hunan Province	3	False
500	102	Stockholms Läns Landsting	https://ror.org/02zrae794	Stockholm County Council	3	False
501	102	The government of Aomori Prefecture, Japan.	https://ror.org/03ftb9350	Government of Japan	3	False
502	102	U.S. Department of Health &amp; Human Services | NIH | National Institute of Neurological Disorders and Stroke	Error	No items	1	False
503	101	Health Research Board	https://ror.org/003hb2249	Health Research Board	3	True
504	101	Ministerio de Educación, Cultura y Deporte	https://ror.org/00ysy1705		3	False
505	101	NCBDD CDC HHS	https://ror.org/021asz590	National Center on Birth Defects and Developmental Disabilities	2	False
506	101	Robert Wood Johnson Foundation	https://ror.org/02ymmdj85	Robert Wood Johnson Foundation	3	True
507	100	Agriculture Research System of China	https://ror.org/04m2bcn74		3	False
508	99	Breast Cancer Now	https://ror.org/02qa92s63	Breast Cancer Now	3	True
509	99	Medtronic	https://ror.org/03yq5aa85		3	False
510	99	NIH Clinical Center	https://ror.org/04vfsmv21	National Institutes of Health Clinical Center	1	False
511	99	Zhejiang Provincial Natural Science Foundation of China	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	False
512	98	Consejo Nacional de Humanidades, Ciencias y Tecnologías	https://ror.org/059ex5q34	Consejo Nacional de Humanidades, Ciencias y Tecnologías	3	True
513	98	Council of Scientific and Industrial Research, India	https://ror.org/021wm7p51	Council of Scientific and Industrial Research	3	False
514	98	Italian Association for Cancer Research	https://ror.org/02g2x7380	Italian Association for Cancer Research	3	True
515	98	Ministry of Education and Science of the Russian Federation	https://ror.org/00ghqgy32	The Ministry of Education and Science of the Russian Federation	3	False
516	98	Postdoctoral Research Foundation of China	https://ror.org/0426zh255	China Postdoctoral Science Foundation	3	False
517	97	John Templeton Foundation	https://ror.org/035tnyy05	John Templeton Foundation	3	True
518	97	Natural Science Foundation of Anhui Province	https://ror.org/01e70gy59	Department of Science and Technology of Anhui Province	3	False
519	97	U.S. Department of Health &amp; Human Services | NIH | National Institute of Allergy and Infectious Diseases	Error	No items	1	False
520	96	Medical Research Foundation	https://ror.org/05q2q3076	Medical Research Foundation	3	True
521	96	Qatar National Research Fund	https://ror.org/01svaqq28	Qatar National Research Fund	3	True
522	96	Royal Society of New Zealand	https://ror.org/04tajb587	Royal Society Te Apārangi	3	False
523	96	U.S. Department of Energy (DOE)	https://ror.org/01bj3aw27	United States Department of Energy	3	False
524	96	VA	https://ror.org/05rsv9s98	United States Department of Veterans Affairs	3	False
525	95	Arthrex	https://ror.org/0504sy495		3	False
526	95	Arts and Humanities Research Council	https://ror.org/0505m1554	Arts and Humanities Research Council	3	True
527	95	Genentech	https://ror.org/04gndp242	Genentech	3	True
528	95	Genentech, Inc.	https://ror.org/04gndp242		3	False
529	95	NordForsk	https://ror.org/05bqzfg94	NordForsk	3	True
530	95	Università degli Studi di Padova	https://ror.org/00240q980	University of Padua	3	False
531	95	Young Scientists Fund	https://ror.org/00r06ws05	Club Young Scientists	3	False
532	94	Australian National Health and Medical Research Council	https://ror.org/011kf5r70	National Health and Medical Research Council	3	False
533	94	Shanghai Sailing Program	https://ror.org/0124zm423	Piers Park Sailing Center	3	False
534	94	Stichting voor de Technische Wetenschappen	https://ror.org/05emg8z25	Landsteiner Foundation for Blood Transfusion Research	3	False
535	94	U.S. National Library of Medicine	https://ror.org/0259fwx54	ZB MED - Information Centre for Life Sciences	3	False
536	93	David and Lucile Packard Foundation	https://ror.org/032atxq54	David and Lucile Packard Foundation	3	True
537	93	Department of Defense	https://ror.org/0195p5j91	Hawaii Department of Defense	3	False
538	93	HHS | NIH | National Heart, Lung, and Blood Institute	https://ror.org/012pb6c26	National Heart Lung and Blood Institute	1	False
539	93	Hartstichting	https://ror.org/05nxhgm70	Dutch Heart Foundation	3	False
540	93	Heart and Stroke Foundation of Canada	https://ror.org/00qbpyp73	Heart and Stroke Foundation	3	False
541	93	National Heart Foundation of Australia	https://ror.org/039d9wr27	National Heart Foundation of Australia	3	True
542	93	Stroke Association	https://ror.org/05mgfq941	Stroke Association	3	True
543	92	Congressionally Directed Medical Research Programs	https://ror.org/03g2zjp07	Congressionally Directed Medical Research Programs	3	True
544	92	H2020 Future and Emerging Technologies	https://ror.org/0000n5x09	Agropolymer Engineering and Emerging Technologies	3	False
545	92	Swedish Cancer Society	https://ror.org/0527jb766	Swedish Cancer Society	3	True
546	91	Bill & Melinda Gates Foundation - Grand Challenges Explorations Initiative	Error	No items	3	False
547	91	CONACYT	https://ror.org/00aejfc65	CONACYT	3	True
548	91	French National Research Agency	https://ror.org/04tqhj682	French Development Agency	3	False
549	91	NIAID	https://ror.org/043z4tv69	NIAID	3	True
550	91	National Health and Medical Research Council of Australia	https://ror.org/011kf5r70	National Health and Medical Research Council	3	False
551	91	Suomen Kulttuurirahasto	https://ror.org/027xav248	Finnish Cultural Foundation	3	False
552	90	Crohn's & Colitis Foundation of America	Error	No items	3	False
553	90	Deutsches Zentrum für Infektionsforschung	https://ror.org/028s4q594	Deutsches Zentrum für Infektionsforschung	3	True
554	90	HHS | NIH | National Institute of Diabetes and Digestive and Kidney Diseases	https://ror.org/00adh9b73	National Institute of Diabetes and Digestive and Kidney Diseases	1	False
555	90	Hjärnfonden	https://ror.org/014btj409	Hjärnfonden	3	True
556	90	Ministry of Education, Culture, Sports, Science, and Technology	https://ror.org/048rj2z13	Ministry of Education, Culture, Sports, Science and Technology	3	False
557	90	Natural Science Foundation of Shaanxi Province	https://ror.org/056wz7x19	Health Commission of Shaanxi Province	3	False
558	90	Suomen Akatemia	https://ror.org/05k73zm37	Research Council of Finland	3	False
559	90	deutsche forschungsgemeinschaft	https://ror.org/018mejw64	German Research Foundation	3	False
560	90	national institutes of health	https://ror.org/01cwqze88	National Institutes of Health	3	False
561	89	Bayer	https://ror.org/02attg727		3	False
562	89	German Academic Exchange Service	https://ror.org/039djdh30	German Academic Exchange Service	3	True
563	89	Helse Sør-Øst RHF	https://ror.org/02qx2s478	Helse Sør-Øst RHF	3	True
564	89	Innovationsfonden	https://ror.org/00daj4111	Innovation Fund Denmark	3	False
565	89	Magyar Tudományos Akadémia	https://ror.org/02ks8qq67	Hungarian Academy of Sciences	3	False
566	89	Narodowe Centrum Badań i Rozwoju	https://ror.org/05pwfyy15	Narodowe Centrum Badań i Rozwoju	3	True
567	89	Sichuan Science and Technology Program	https://ror.org/00xs3qr03	Sichuan Youth Science & Technology Foundation	3	False
568	88	Ministerie van Onderwijs, Cultuur en Wetenschap	https://ror.org/02x3w5g21	Ministry of Education Culture and Science	3	False
569	88	Ministerio de Econom?a y Competitividad	https://ror.org/0193wdc07		3	False
570	88	NSERC	https://ror.org/01h531d29	NSERC	3	True
571	88	National Science Council	https://ror.org/02kv4zf79	National Science Council	3	True
572	87	Fondation ARC pour la Recherche sur le Cancer	https://ror.org/0489qz649	Fondation ARC pour la Recherche sur le Cancer	3	True
573	87	U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH)	Error	No items	1	False
574	86	Asthma UK	https://ror.org/03z7xev21	Asthma UK	3	True
575	86	CNRS	https://ror.org/04zzdbj59	CNRS	3	True
576	86	Canadian Institute of Health Research	https://ror.org/01gavpb45	Canadian Institutes of Health Research	3	False
577	86	Fondation de France	https://ror.org/02zkxjz73	Fondation de France	3	True
578	86	Grant-in-Aid for Scientific Research	https://ror.org/01yv62k92	Aid for Cancer Research	3	False
579	86	HHS | NIH | National Institute of General Medical Sciences (NIGMS)	https://ror.org/04q48ey07	National Institute of General Medical Sciences	1	False
580	85	Action Medical Research	https://ror.org/01wcqa315	Action Medical Research	3	True
581	85	Agentúra na Podporu Výskumu a Vývoja	https://ror.org/037nx0e70	Slovak Research and Development Agency	3	False
