	count	term	ror_id	ror_label	priority	exact_match?	Manual review?	Good?	ror_id	ror_label	notes
670	73	111 Project	https://ror.org/05hwn7849	Minnesota Project	3	FALSE	Yes				
638	77	Mitacs	https://ror.org/00cjrc276	Mitacs	3	TRUE	Yes				
718	67	MIUR	https://ror.org/01ehyh486	MIUR	3	TRUE	Yes				
849	54	MRF	https://ror.org/045e0dn59	MRF	3	TRUE	Yes				
720	67	Multiple Sclerosis Society	https://ror.org/043fwdk81	Multiple Sclerosis Society	3	TRUE	Yes				
676	73	Natural Science Foundation of Heilongjiang Province	https://ror.org/00pefnv05	Museum of Heilongjiang Province	3	FALSE	Yes				
693	69	FP7 Health	https://ror.org/0067hwx77	Nanjing Health and Health Commission	3	FALSE	Yes				
210	282	NASA	https://ror.org/027ka1x80	NASA	3	TRUE	Yes	Yes			
632	77	Agence Nationale de la Recherche (ANR)	https://ror.org/00rbzpz17	National Agency for Research	3	FALSE	Yes	Yes			
892	51	Agence Nationale de la Recherche (French National Research Agency)	https://ror.org/00rbzpz17	National Agency for Research	3	FALSE	Yes	Yes			
324	168	ANR	https://ror.org/00rbzpz17	National Agency for Research	3	FALSE	Yes	Yes			
981	46	Oesterreichische Nationalbank	https://ror.org/054jfj847	National Bank of Belgium	3	FALSE	Yes				
444	117	Institut National Du Cancer	https://ror.org/040gcmg81	National Cancer Institute	3	FALSE	Yes				
334	165	National Center for Research Resources	https://ror.org/01p4cne93	National Center for Genome Resources	3	FALSE	Yes				
786	60	National Basic Research Program of China (973 Program)	https://ror.org/05je2tx78	National Center for Immunization and Respiratory Diseases	3	FALSE	Yes				
480	107	National Science Centre	https://ror.org/01wwwe276	National Centre for Atmospheric Science	3	FALSE	Yes				
452	115	"National Science Centre, Poland"	https://ror.org/01wwwe276	National Centre for Atmospheric Science	3	FALSE	Yes				
408	130	"National Centre for the Replacement, Refinement and Reduction of Animals in Research"	https://ror.org/02w0kg036	National Centre for the Replacement Refinement and Reduction of Animals in Research	3	FALSE	Yes				
826	56	National Key Research and Development Plan	https://ror.org/00zfzef50	National Development and Research Institutes	3	FALSE	Yes				
651	75	DIR - Division of Intramural Research	https://ror.org/023ny1p48	"National Heart, Lung, and Blood Institute Division of Intramural Research"	3	FALSE	Yes	No	https://www.wikidata.org/wiki/Q6954312	NIH Intramural Research Program	
645	76	Intramural VA	https://ror.org/023ny1p48	"National Heart, Lung, and Blood Institute Division of Intramural Research"	3	FALSE	Yes	No	https://ror.org/05rsv9s98	United States Department of Veterans Affairs	
781	61	USDA National Institute of Food and Agriculture	https://ror.org/05qx3fv49	National Institute of Food and Agriculture	3	FALSE	Yes	Yes			
35	3761	National Institute for Health Research (NIHR)	https://ror.org/00spd2n27	National Institute of Health Researches of Iran	1	FALSE	Yes	No	https://ror.org/0187kwz08	National Institute for Health Research	
10	13248	NIMH NIH HHS	https://ror.org/021vn9c61	National Institute of Meteorology and Hydrology	1	FALSE	Yes	No	https://ror.org/04xeg9z08	National Institute of Mental Health	
140	475	Intramural NIST DOC	https://ror.org/01qc33y56	National Institute of Sports and Tourism of Turkmenistan	3	FALSE	Yes				
778	61	National Research Foundation of South Africa	https://ror.org/0563hxx86	National Kidney Foundation of South Africa	3	FALSE	Yes				
374	140	National Research Foundation Singapore	https://ror.org/01jz2hz84	National Kidney Foundation Singapore	3	FALSE	Yes				
62	1401	NLM NIH HHS	https://ror.org/03d4rbm41	National Liberty Museum	1	FALSE	Yes				
956	47	National Postdoctoral Program for Innovative Talents	https://ror.org/01gsm0s82	National Postdoctoral Association	3	FALSE	Yes				
427	124	Nemzeti Kutatási Fejlesztési és Innovációs Hivatal	https://ror.org/03g2am276	"National Research, Development and Innovation Office"	3	FALSE	Yes				
467	109	National Science and Technology Major Project	https://ror.org/04emg8k55	National Science and Technology Library	3	FALSE	Yes				
647	76	Narodowym Centrum Nauki	https://ror.org/03ha2q922	National Science Center	3	FALSE	Yes				
619	80	RCUK | Natural Environment Research Council	https://ror.org/02b5d8509	Natural Environment Research Council	3	FALSE	Yes				
370	140	"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada"	https://ror.org/01h531d29	Natural Sciences and Engineering Research Council	3	FALSE	Yes				
64	1393	Natural Sciences and Engineering Research Council of Canada	https://ror.org/01h531d29	Natural Sciences and Engineering Research Council	3	FALSE	Yes				
916	50	NCATS	https://ror.org/04pw6fb54	NCATS	3	TRUE	Yes				
214	274	NCI	https://ror.org/05tpaf310	NCI	3	TRUE	Yes	No	https://ror.org/040gcmg81	National Cancer Institute	
102	773	ZonMw	https://ror.org/01yaj9a77	Netherlands Organisation for Health Research and Development	3	FALSE	Yes				
598	83	New Energy and Industrial Technology Development Organization	https://ror.org/0055k7a87	New Energy and Industrial Technology Development Organization	3	TRUE	Yes				
425	124	NHLBI	https://ror.org/012pb6c26	NHLBI	3	TRUE	Yes				
592	84	NHMRC	https://ror.org/011kf5r70	NHMRC	3	TRUE	Yes				
731	66	NIA	https://ror.org/055vs2h16	NIA	3	TRUE	Yes				
549	91	NIAID	https://ror.org/043z4tv69	NIAID	3	TRUE	Yes				
624	79	NIDDK	https://ror.org/00adh9b73	NIDDK	3	TRUE	Yes				
839	55	NIEHS	https://ror.org/00j4k1h63	NIEHS	3	TRUE	Yes				
461	111	NIGMS	https://ror.org/04q48ey07	NIGMS	3	TRUE	Yes				
48	2052	NIH	https://ror.org/03f394x19	NIH	1	TRUE	Yes	No	https://ror.org/01cwqze88	National Institutes of Health	
348	154	NIHR	https://ror.org/0187kwz08	NIHR	1	TRUE	Yes				
977	46	Marsden Fund	https://ror.org/014ktry78	NIHR Biomedical Research Centre at The Royal Marsden and the ICR	3	FALSE	Yes				
696	69	NIMH	https://ror.org/021vn9c61	NIMH	3	TRUE	Yes	No	https://ror.org/04xeg9z08	National Institute of Mental Health	
757	63	Agència de Gestió d&apos;Ajuts Universitaris i de Recerca	Error	No items	3	FALSE	Yes				
591	84	Alzheimer&apos;s Association	Error	No items	3	FALSE	Yes				
926	49	Bijzonder Onderzoeksfonds	Error	No items	3	FALSE	Yes				
394	134	Bill & Melinda Gates Foundation	Error	No items	3	FALSE	Yes				
546	91	Bill & Melinda Gates Foundation - Grand Challenges Explorations Initiative	Error	No items	3	FALSE	Yes				
269	214	Bill &amp; Melinda Gates Foundation	Error	No items	3	FALSE	Yes				
860	53	Celgene	Error	No items	3	FALSE	Yes				
552	90	Crohn's & Colitis Foundation of America	Error	No items	3	FALSE	Yes				
478	107	"Janssen Research & Development, LLC"	Error	No items	3	FALSE	Yes				
358	146	"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."	Error	No items	3	FALSE	Yes				
491	104	KAKENHI	Error	No items	3	FALSE	Yes				
877	52	King&apos;s College London	Error	No items	3	FALSE	Yes				
880	52	Michael J. Fox Foundation for Parkinson&apos;s Research	Error	No items	3	FALSE	Yes				
585	85	MINECO	Error	No items	3	FALSE	Yes				
785	60	"Ministero dell&apos;Istruzione, dell&apos;Università e della Ricerca"	Error	No items	3	FALSE	Yes				
298	191	Ministry of Education of the People&apos;s Republic of China	Error	No items	3	FALSE	Yes				
109	701	Ministry of Science and Technology of the People&apos;s Republic of China	Error	No items	3	FALSE	Yes				
106	725	National Key R&amp;D Program of China	Error	No items	3	FALSE	Yes				
152	429	National Key R&D Program of China	Error	No items	3	FALSE	Yes				
705	69	the National Key R&amp;D Program of China	Error	No items	3	FALSE	Yes				
474	108	the National Key R&D Program of China	Error	No items	3	FALSE	Yes				
703	69	U.S. Department of Health & Human Services | National Institutes of Health (NIH)	Error	No items	1	FALSE	Yes	No	https://ror.org/01cwqze88	National Institutes of Health	
887	52	U.S. Department of Health & Human Services | NIH | National Cancer Institute (NCI)	Error	No items	1	FALSE	Yes	No	https://ror.org/040gcmg81	National Cancer Institute	
985	46	U.S. Department of Health & Human Services | NIH | National Institute of Mental Health (NIMH)	Error	No items	1	FALSE	Yes	No	https://ror.org/04xeg9z08	National Institute of Mental Health	
207	301	U.S. Department of Health &amp; Human Services | National Institutes of Health	Error	No items	3	FALSE	Yes	No	https://ror.org/01cwqze88	National Institutes of Health	
573	87	U.S. Department of Health &amp; Human Services | National Institutes of Health (NIH)	Error	No items	1	FALSE	Yes	No	https://ror.org/01cwqze88	National Institutes of Health	
247	233	U.S. Department of Health &amp; Human Services | NIH | National Cancer Institute	Error	No items	1	FALSE	Yes	No	https://ror.org/040gcmg81	National Cancer Institute	
904	51	U.S. Department of Health &amp; Human Services | NIH | National Cancer Institute (NCI)	Error	No items	1	FALSE	Yes	No	https://ror.org/040gcmg81	National Cancer Institute	
599	83	"U.S. Department of Health &amp; Human Services | NIH | National Heart, Lung, and Blood Institute"	Error	No items	1	FALSE	Yes	No	https://ror.org/040gcmg81	National Cancer Institute	
519	97	U.S. Department of Health &amp; Human Services | NIH | National Institute of Allergy and Infectious Diseases	Error	No items	1	FALSE	Yes	No	https://ror.org/043z4tv69	National Institute of Allergy and Infectious Diseases	
780	61	U.S. Department of Health &amp; Human Services | NIH | National Institute of Diabetes and Digestive and Kidney Diseases	Error	No items	1	FALSE	Yes	No	https://ror.org/00adh9b73	National Institute of Diabetes and Digestive and Kidney Diseases	
311	177	U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences	Error	No items	1	FALSE	Yes	No	https://ror.org/04q48ey07	National Institute of General Medical Sciences	
375	140	U.S. Department of Health &amp; Human Services | NIH | National Institute of Mental Health	Error	No items	1	FALSE	Yes	No	https://ror.org/04xeg9z08	National Institute of Mental Health	
841	55	U.S. Department of Health &amp; Human Services | NIH | National Institute of Mental Health (NIMH)	Error	No items	1	FALSE	Yes	No	https://ror.org/04xeg9z08	National Institute of Mental Health	
502	102	U.S. Department of Health &amp; Human Services | NIH | National Institute of Neurological Disorders and Stroke	Error	No items	1	FALSE	Yes	No	https://ror.org/01s5ya894	National Institute of Neurological Disorders and Stroke	
810	58	U.S. Department of Health &amp; Human Services | NIH | National Institute on Aging	Error	No items	1	FALSE	Yes	No	https://ror.org/049v75w11	National Institute on Aging	
842	55	U.S. Department of Health &amp; Human Services | NIH | National Institute on Drug Abuse	Error	No items	1	FALSE	Yes	No	https://ror.org/00fq5cm18	National Institute on Drug Abuse	
748	65	Vetenskapsr??det	Error	No items	3	FALSE	Yes				
884	52		Error	No items	3	FALSE	Yes				
27	5655	NEI NIH HHS	https://ror.org/04k3g6751	Northeastern Eye Institute	1	FALSE	Yes	No			
667	74	Norwegian Research Council	https://ror.org/021yjvj30	Norwegian Seafood Council	3	FALSE	Yes				
570	88	NSERC	https://ror.org/01h531d29	NSERC	3	TRUE	Yes				
184	334	NSF	https://ror.org/03t3x0x69	NSF	3	TRUE	Yes				
934	48	Biological and Environmental Research	https://ror.org/0114b2m14	Office of Biological and Environmental Research	3	FALSE	Yes	Yes			
762	63	"Office of Extramural Research, National Institutes of Health"	https://ror.org/05aq6yn88	Office of Extramural Research	3	FALSE	Yes	Yes			
286	199	NIH Office of the Director	https://ror.org/00fj8a872	Office of the Director	1	FALSE	Yes	Yes			
445	117	Irish Research Council	https://ror.org/029z8r738	Olympic Council of Ireland	3	FALSE	Yes	No			
856	54	U.S. Geological Survey	https://ror.org/03eg83y24	Pacific Island Ecosystems Research Center	3	FALSE	Yes				
342	158	National Major Science and Technology Projects of China	https://ror.org/01rvge007	Pennsylvania Elks Home Service Program	3	FALSE	Yes				
297	191	DER - Pregnancy and Perinatology Branch (PPB)	https://ror.org/05q89dp90	Pharmacy and Poisons Board	3	FALSE	Yes				
533	94	Shanghai Sailing Program	https://ror.org/0124zm423	Piers Park Sailing Center	3	FALSE	Yes				
161	403	National Basic Research Program of China	https://ror.org/00jkr8r49	Program for the Development of Basic Sciences	3	FALSE	Yes				
658	75	National Key Research and Development Project	https://ror.org/005898f12	"Project on Organizing, Development, Education, and Research"	3	FALSE	Yes				
295	192	DBT/Wellcome Trust India Alliance	Error	request parse issue	3	FALSE	Yes				
639	77	"undefined <span style=""color:gray;font-size:10px;"">undefined</span>"	Error	request parse issue	3	FALSE	Yes				
189	328		Error	request parse issue	3	FALSE	Yes				
558	90	Suomen Akatemia	https://ror.org/05k73zm37	Research Council of Finland	3	FALSE	Yes				
138	480	Fonds Wetenschappelijk Onderzoek	https://ror.org/03qtxy027	Research Foundation - Flanders	3	FALSE	Yes				
699	69	Research Foundation Flanders	https://ror.org/03qtxy027	Research Foundation - Flanders	3	FALSE	Yes				
167	385	RRD VA	https://ror.org/01dmjt679	Roessingh Research and Development	3	FALSE	Yes				
522	96	Royal Society of New Zealand	https://ror.org/04tajb587	Royal Society Te Apārangi	3	FALSE	Yes				
472	108	Sanming Project of Medicine in Shenzhen	https://ror.org/044pany34	Sanming University	3	FALSE	Yes				
700	69	Sapienza Università di Roma	https://ror.org/02be6w209	Sapienza University of Rome	3	FALSE	Yes				
875	52	DST | Science and Engineering Research Board	https://ror.org/03ffdsr55	Science and Engineering Research Board	3	FALSE	Yes				
960	47	"Science, Technology and Innovation Commission of Shenzhen Municipality"	https://ror.org/03kt66j61	Science and Technology Commission of Shanghai Municipality	3	FALSE	Yes				
872	53	Türkiye Bilimsel ve Teknolojik Araştirma Kurumu	https://ror.org/04w9kkr77	Scientific and Technological Research Council of Turkey	3	FALSE	Yes				
597	83	Hungarian Scientific Research Fund	https://ror.org/00ppegh42	Scientific Research Support Fund	3	FALSE	Yes				
984	46	Shanghai Municipal Science and Technology Major Project	https://ror.org/02jhhh683	Shanghai Science and Technology Museum	3	FALSE	Yes				
567	89	Sichuan Science and Technology Program	https://ror.org/00xs3qr03	Sichuan Youth Science & Technology Foundation	3	FALSE	Yes				
581	85	Agentúra na Podporu Výskumu a Vývoja	https://ror.org/037nx0e70	Slovak Research and Development Agency	3	FALSE	Yes				
464	110	Social Sciences and Humanities Research Council of Canada	https://ror.org/04j5jqy92	Social Sciences and Humanities Research Council	3	FALSE	Yes				
741	65	Department for International Development	https://ror.org/042p3e123	Society for International Development	3	FALSE	Yes				
451	115	Department for International Development (DFID)	https://ror.org/042p3e123	Society for International Development	3	FALSE	Yes				
743	65	Fundación Científica Asociación Española Contra el Cáncer	https://ror.org/00gxct719	Spanish Association Against Cancer	3	FALSE	Yes				
399	133	National Key Research and Development Program of China Stem Cell and Translational Research	https://ror.org/03m0zs870	Stem-Cell and Brain Research Institute	3	FALSE	Yes				
500	102	Stockholms Läns Landsting	https://ror.org/02zrae794	Stockholm County Council	3	FALSE	Yes				
717	67	Key Technologies Research and Development Program	https://ror.org/00ew61678	Strategic Environmental Research and Development Program	3	FALSE	Yes				
680	72	Key Technology Research and Development Program of Shandong	https://ror.org/00ew61678	Strategic Environmental Research and Development Program	3	FALSE	Yes				
262	217	National Key Research and Development Program	https://ror.org/00ew61678	Strategic Environmental Research and Development Program	3	FALSE	Yes				
701	69	Stiftelsen för Strategisk Forskning	https://ror.org/044wr7g58	Swedish Foundation for Strategic Research	3	FALSE	Yes				
352	151	Vetenskapsr?det	https://ror.org/03zttf063	Swedish Research Council	3	FALSE	Yes				
80	1096	Vetenskapsrådet	https://ror.org/03zttf063	Swedish Research Council	3	FALSE	Yes				
477	107	"Forskningsrådet om Hälsa, Arbetsliv och Välfärd"	https://ror.org/02d290r06	Swedish Research Council for Health Working Life and Welfare	3	FALSE	Yes				
52	1766	Telethon	https://ror.org/050qgwx77	Telethon Foundation	3	FALSE	Yes				
265	216	NNF Center for Biosustainability	https://ror.org/01bbdh545	The Nurture Nature Foundation	3	FALSE	Yes				
278	207	Svenska Forskningsrådet Formas	https://ror.org/00epmv149	The Research Council of Norway	3	FALSE	Yes				
228	255	Javna Agencija za Raziskovalno Dejavnost RS	https://ror.org/059bp8k51	The Slovenian Research and Innovation Agency	3	FALSE	Yes				
396	134	Natural Science Foundation of Tianjin City	https://ror.org/003sd7q02	Tianjin Natural History Museum	3	FALSE	Yes				
58	1542	BLRD VA	https://ror.org/05rsv9s98	United States Department of Veterans Affairs	3	FALSE	Yes				
131	515	HSRD VA	https://ror.org/05rsv9s98	United States Department of Veterans Affairs	3	FALSE	Yes				
524	96	VA	https://ror.org/05rsv9s98	United States Department of Veterans Affairs	3	FALSE	Yes				
967	46	Central Public-interest Scientific Institution Basal Research Fund	https://ror.org/02y5w9a36	United States Public Interest Research Group Education Fund	3	FALSE	Yes				
248	232	Priority Academic Program Development of Jiangsu Higher Education Institutions	https://ror.org/02hwjhx76	Universities Norway	3	FALSE	Yes				
287	199	"Research Grants Council, University Grants Committee"	https://ror.org/00djwmt25	University Grants Committee	3	FALSE	Yes				
589	85	USAID	https://ror.org/01n6e6j62	USAID	3	TRUE	Yes	Yes			
797	59	USDA	https://ror.org/01na82s61	USDA	3	TRUE	Yes	Yes			
404	132	WHI NIH HHS	https://ror.org/05f7khr13	Women's Health Initiative	1	FALSE	Yes	Yes			
323	169	Youth Innovation Promotion Association of the Chinese Academy of Sciences	https://ror.org/031141b54	Youth Innovation Promotion Association	3	FALSE	Yes	Yes			
121	594	National Library of Medicine	https://ror.org/0259fwx54	ZB MED - Information Centre for Life Sciences	3	FALSE	Yes	No	https://ror.org/0060t0j89	United States National Library of Medicine	
535	94	U.S. National Library of Medicine	https://ror.org/0259fwx54	ZB MED - Information Centre for Life Sciences	3	FALSE	Yes	No	https://ror.org/0060t0j89	United States National Library of Medicine	
376	139	Beijing Natural Science Foundation	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	FALSE	Yes	No			
998	45	Guangdong Natural Science Foundation	https://ror.org/04aqat463	Zhejiang Provincial Natural Science Foundation	3	FALSE	Yes				
923	50	“la Caixa” Foundation	https://ror.org/007gfpa47		3	FALSE	Yes				
417	127	Abbott	https://ror.org/02x2gk324		3	FALSE	Yes	No	https://ror.org/0052svj16	Abbott	
353	150	AbbVie	https://ror.org/04p6dqe59		3	FALSE	Yes	No	https://ror.org/02g5p4n58	AbbVie	
907	50	Agència de Gestió d’Ajuts Universitaris i de Recerca	https://ror.org/01n4pqe45		3	FALSE	Yes	Yes			
507	100	Agriculture Research System of China	https://ror.org/04m2bcn74		3	FALSE	Yes	No			
456	112	Amgen	https://ror.org/02ezy5072		3	FALSE	Yes	No	https://ror.org/03g03ge92	Amgen	
525	95	Arthrex	https://ror.org/0504sy495		3	FALSE	Yes	No	https://ror.org/01vd19x80	Arthrex	
770	61	Astellas Pharma Inc	https://ror.org/04bdk6464		3	FALSE	Yes	Yes			
182	345	AstraZeneca	https://ror.org/04n8fbz89		3	FALSE	Yes	No	https://ror.org/04r9x1a08	AstraZeneca	
561	89	Bayer	https://ror.org/02attg727		3	FALSE	Yes	No	https://ror.org/04hmn8g73	Bayer	
714	67	Beijing Nova Program	https://ror.org/033pgsq69		3	FALSE	Yes				
715	67	Biogen	https://ror.org/014rfma52		3	FALSE	Yes	No	https://ror.org/02jqkb192	Biogen	
296	191	Boehringer Ingelheim	https://ror.org/0324red69		3	FALSE	Yes				
306	181	Bristol-Myers Squibb	https://ror.org/03c09ma81		3	FALSE	Yes				
790	59	Carl Tryggers Stiftelse för Vetenskaplig Forskning	https://ror.org/048p4fn82		3	FALSE	Yes				
272	211	China Agriculture Research System	https://ror.org/04m2bcn74		3	FALSE	Yes				
434	122	Comisión Nacional de Investigación Científica y Tecnológica	https://ror.org/006j36p28		3	FALSE	Yes				
969	46	"Consejería de Economía, Innovación, Ciencia y Empleo, Junta de Andalucía"	https://ror.org/00pptgy96		3	FALSE	Yes				
87	1015	Coordenação de Aperfeiçoamento de Pessoal de Nível Superior	https://ror.org/00x0ma614		3	FALSE	Yes				
616	80	"Departamento Administrativo de Ciencia, Tecnología e Innovación"	https://ror.org/03fd5ne08		3	FALSE	Yes				
293	193	Eli Lilly and Company	https://ror.org/05p8kt313		3	FALSE	Yes				
834	55	Endo Pharmaceuticals Inc.	https://ror.org/01k4vzb64		3	FALSE	Yes				
622	79	European Union’s Horizon 2020	https://ror.org/0254y9b08		3	FALSE	Yes				
751	64	European Union's Horizon 2020	https://ror.org/0254y9b08		3	FALSE	Yes				
792	59	F. Hoffmann-La Roche	https://ror.org/01mqmer16		3	FALSE	Yes				
671	73	FISH CRP	https://ror.org/04ynvhd06		3	FALSE	Yes				
896	51	Fonds de Recherche du Québec - Nature et Technologies	https://ror.org/00b9f9778		3	FALSE	Yes				
912	50	Fundación Séneca	https://ror.org/03q68pf65		3	FALSE	Yes				
528	95	"Genentech, Inc."	https://ror.org/04gndp242		3	FALSE	Yes				
357	146	Gilead Sciences	https://ror.org/051j13341		3	FALSE	Yes				
263	216	GlaxoSmithKline	https://ror.org/03fe56089		3	FALSE	Yes				
111	677	Horizon 2020	https://ror.org/0254y9b08		3	FALSE	Yes				
745	65	Janssen Pharmaceuticals	https://ror.org/04yzcpd71		3	FALSE	Yes				
145	449	Max-Planck-Gesellschaft	https://ror.org/055pgv213		3	FALSE	Yes				
509	99	Medtronic	https://ror.org/03yq5aa85		3	FALSE	Yes				
385	138	Merck	https://ror.org/03my72535		3	FALSE	Yes				
806	58	Merck KGaA	https://ror.org/00s425b94		3	FALSE	Yes				
586	85	Merck Sharp and Dohme	https://ror.org/03cnjaa38		3	FALSE	Yes				
759	63	Ministerio de Ciencia e Innovaci??n	https://ror.org/05r0vyz12		3	FALSE	Yes				
979	46	Ministerio de Econom??a y Competitividad	https://ror.org/02vp8jr44		3	FALSE	Yes				
569	88	Ministerio de Econom?a y Competitividad	https://ror.org/0193wdc07		3	FALSE	Yes				
504	101	"Ministerio de Educación, Cultura y Deporte"	https://ror.org/00ysy1705		3	FALSE	Yes				
955	47	Mochida Memorial Foundation for Medical and Pharmaceutical Research	https://ror.org/045p8e908		3	FALSE	Yes				
915	50	MOST | National Key Research and Development Program of China (NKPs)	https://ror.org/024zcda42		3	FALSE	Yes				
882	52	National High Technology Research and Development Program of China	https://ror.org/024zcda42		3	FALSE	Yes				
46	2116	National Key Research and Development Program of China	https://ror.org/024zcda42		3	FALSE	Yes				
917	50	Newton Fund	https://ror.org/012wtwr40		3	FALSE	Yes				
333	166	Novartis	https://ror.org/04kqbrq68		3	FALSE	Yes				
350	153	Novo Nordisk	https://ror.org/0435rc536		3	FALSE	Yes				
169	380	Pfizer	https://ror.org/03x2xt559		3	FALSE	Yes				
449	116	Roche	https://ror.org/01x544h30		3	FALSE	Yes				
365	143	Sanofi	https://ror.org/01aptcd74		3	FALSE	Yes				
919	50	"Secretaría de Estado de Investigación, Desarrollo e Innovación"	https://ror.org/02j1fb913		3	FALSE	Yes				
871	53	Shanghai Rising-Star Program	https://ror.org/04aynjg70		3	FALSE	Yes				
415	128	Spanish Ministry of Science and Innovation	https://ror.org/05r0vyz12		3	FALSE	Yes				
310	177	Thailand Research Fund	https://ror.org/00fna1f74		3	FALSE	Yes				
217	272	the National Key Research and Development Program of China	https://ror.org/024zcda42		3	FALSE	Yes				
390	136	The National Key Research and Development Program of China	https://ror.org/024zcda42		3	FALSE	Yes				
755	64	UKRI | Medical Research Council (MRC)	https://ror.org/05g7zxm15		3	FALSE	Yes				
704	69	Wilhelm Sander-Stiftung	https://ror.org/02q83sc19		3	FALSE	Yes				
393	134	Academia Sinica	https://ror.org/05bxb3784	Academia Sinica	3	TRUE	No				
86	1019	Academy of Finland	https://ror.org/05k73zm37	Academy of Finland	3	TRUE	No				
148	441	Academy of Medical Sciences	https://ror.org/00c489v88	Academy of Medical Sciences	3	TRUE	No				
580	85	Action Medical Research	https://ror.org/01wcqa315	Action Medical Research	3	TRUE	No				
53	1745	Agence Nationale de la Recherche	https://ror.org/00rbzpz17	Agence Nationale de la Recherche	3	TRUE	No				
273	210	Agencia Estatal de Investigación	https://ror.org/003x0zc53	Agencia Estatal de Investigación	3	TRUE	No				
893	51	Agencia Nacional de Investigación e Innovación	https://ror.org/03egaj678	Agencia Nacional de Investigación e Innovación	3	TRUE	No				
386	137	Agencia Nacional de Investigación y Desarrollo	https://ror.org/02ap3w078	Agencia Nacional de Investigación y Desarrollo	3	TRUE	No				
314	174	Agencia Nacional de Promoción Científica y Tecnológica	https://ror.org/03stxzb56	Agencia Nacional de Promoción Científica y Tecnológica	3	TRUE	No				
289	196	Agency for Healthcare Research and Quality	https://ror.org/03jmfdf59	Agency for Healthcare Research and Quality	3	TRUE	No				
590	84	"Agency for Science, Technology and Research"	https://ror.org/036wvzt09	"Agency for Science, Technology and Research"	3	TRUE	No				
325	168	Agricultural Research Service	https://ror.org/02d2m2044	Agricultural Research Service	3	TRUE	No				
924	49	Agriculture and Agri-Food Canada	https://ror.org/051dzs374	Agriculture and Agri-Food Canada	3	TRUE	No				
187	329	Alberta Innovates	https://ror.org/00ynafe15	Alberta Innovates	3	TRUE	No				
409	129	Alexander von Humboldt Foundation	https://ror.org/012kf4317	Alexander von Humboldt Foundation	3	TRUE	No				
327	167	Alfred P. Sloan Foundation	https://ror.org/052csg198	Alfred P. Sloan Foundation	3	TRUE	No				
988	45	Alzheimer’s Research UK	https://ror.org/02ymzm013	Alzheimer’s Research UK	3	TRUE	No				
174	368	American Cancer Society	https://ror.org/02e463172	American Cancer Society	3	TRUE	No				
483	106	American Diabetes Association	https://ror.org/04f6cgz95	American Diabetes Association	3	TRUE	No				
110	694	American Heart Association	https://ror.org/013kjyp64	American Heart Association	3	TRUE	No				
925	49	American Lebanese Syrian Associated Charities	https://ror.org/03rx10x31	American Lebanese Syrian Associated Charities	3	TRUE	No				
526	95	Arts and Humanities Research Council	https://ror.org/0505m1554	Arts and Humanities Research Council	3	TRUE	No				
151	429	Associazione Italiana per la Ricerca sul Cancro	https://ror.org/02g2x7380	Associazione Italiana per la Ricerca sul Cancro	3	TRUE	No				
574	86	Asthma UK	https://ror.org/03z7xev21	Asthma UK	3	TRUE	No				
692	69	Australian Government	https://ror.org/0314h5y94	Australian Government	3	TRUE	No				
60	1465	Australian Research Council	https://ror.org/05mmh0f86	Australian Research Council	3	TRUE	No				
990	45	Austrian Academy of Sciences	https://ror.org/03anc3s24	Austrian Academy of Sciences	3	TRUE	No				
633	77	Barncancerfonden	https://ror.org/05072yv34	Barncancerfonden	3	TRUE	No				
457	112	Barts Charity	https://ror.org/0513pp416	Barts Charity	3	TRUE	No				
948	47	Basque Government	https://ror.org/00pz2fp31	Basque Government	3	TRUE	No				
351	151	Beijing Municipal Science and Technology Commission	https://ror.org/034k14f91	Beijing Municipal Science and Technology Commission	3	TRUE	No				
31	5194	Biotechnology and Biological Sciences Research Council	https://ror.org/00cwqg982	Biotechnology and Biological Sciences Research Council	3	TRUE	No				
437	121	Blood Cancer UK	https://ror.org/0055acf80	Blood Cancer UK	3	TRUE	No				
991	45	Boehringer Ingelheim Fonds	https://ror.org/00dkye506	Boehringer Ingelheim Fonds	3	TRUE	No				
508	99	Breast Cancer Now	https://ror.org/02qa92s63	Breast Cancer Now	3	TRUE	No				
413	128	Breast Cancer Research Foundation	https://ror.org/0348ff195	Breast Cancer Research Foundation	3	TRUE	No				
771	61	BrightFocus Foundation	https://ror.org/03cvfxv40	BrightFocus Foundation	3	TRUE	No				
57	1559	British Heart Foundation	https://ror.org/02wdwnk04	British Heart Foundation	3	TRUE	No				
82	1080	Bundesministerium für Bildung und Forschung	https://ror.org/04pz7b180	Bundesministerium für Bildung und Forschung	3	TRUE	No				
800	58	Bundesministerium für Gesundheit	https://ror.org/05vp4ka74	Bundesministerium für Gesundheit	3	TRUE	No				
993	45	Bundesministerium für Wirtschaft und Energie	https://ror.org/02vgg2808	Bundesministerium für Wirtschaft und Energie	3	TRUE	No				
303	182	Burroughs Wellcome Fund	https://ror.org/01d35cw23	Burroughs Wellcome Fund	3	TRUE	No				
843	54	California Institute for Regenerative Medicine	https://ror.org/033m8b439	California Institute for Regenerative Medicine	3	TRUE	No				
