_id	name	description	Model	Measurement Technique	Predictions
gse10000	Age-dependent aorta transcriptomes in wild-type and apoE-deficient C57BL/6J mice	We previously observed that formation of aorta and innominate artery atherosclerotic lesions in the intima of hyperlipidemic apoE-deficient mice but not wild-type mice was accompanied by a marked age-dependent adventitial T cell infiltration. As the mice aged, adventitial T cells formed T/T cell-, T/B cell-, and T/B/dendritic cell aggregates adjacent to atherosclerotic lesions. Some of the adventitial infiltrates formed large clusters of various immune cells including T cells, B cells (centrocytes, follicular mantle cells), dendritic cells, follicular dendritic cells, and plasma cells with preferential formation in the suprarenal portion of the abdominal aorta. These data demonstrated that the immune lineage cell composition of atherosclerotic lesions and adventitia were distinct: The macrophage-foam cell-, T cell-, and SMC-dominated cell composition of atherosclerosis lesions versus the presence of immune cells capable of carrying out antigen-dependent T cell-driven humoral immune responses in the adventitia also indicated that immune reactions carried out in lesions or the adventitia are fundamentaly different. To distinguish between immunity-regulating genes in atherosclerosis lesions versus the adventitia, a combination of microarray profiling and laser capture microdissection was used. Stringent filters revealed 1163 differentially up-regulated probesets in apoE-/- mouse aortae at 78 weeks (w) versus 6 w. A fuzzy c-means cluster algorythm identified 2 clusters that significantly differed in their slope angles between time points: An apparent atherosclerosis cluster consisted of 771 probesets and an apparent adventitia cluster consisted of 392 probesets. Up-regulated genes at 32 w mirrored the influx of monocyte/macrophages into intima lesions whereas genes up-regulated between 32-78 w mirrored adventitial inflammation. To segregate both clusters into separate gene ontology (GO) molecular function groups, we determined statistically significant up-regulation (unpaired Student t-test; p < 0.05) between 6-32 w for the atherosclerosis cluster and between 32-78 w for the adventitia cluster. Among others, GO molecular function terms cytokine activity, cytokine binding, and immunoglobulin binding in the atherosclerosis cluster and cytokine activity, chemokine receptor activity, and antigen binding in the ATLO cluster suggested candidate genes in relation to inflammation triggered by macrophages or adventitia infiltration, respectively. Among other prototype atherosclerosis genes such as Itgax (complement receptor 4), Cd68, Lysz (lysozyme), Vcam1, and Icam1, the atherosclerosis cluster showed markedly overrepresented prototype macrophage/foam cell genes regulating inflammation in cytokine activity (GO: 0005125): Spp1 (osteopontin) and Il6; in cytokine binding (GO: 0019955) Cd74, Il10rb, Ccr2, and Ccr5; and in immunoglobulin binding (GO: 00119865) the proinflammatory galactose-binding lectin Lgals3, as well as genes in scavenger receptor activity and lipid transporter activity. By contrast, the adventitia cluster showed overrepresented genes regulating B cell recruitment, B cell maturation, germinal center formation, and autoimmunity in cytokine activity including Cxcl13, Ccl21, and Ltb, in CXC chemokine receptor activity the secondary lymphoid organ counterreceptor of CXCL13 Blr1 (also known as Cxcr5), Cxcr3, and Cxcr6; and in antigen binding several histocompatibility-2 loci and various markedly expressed immunoglobulin genes. As embryonic lymph node development and tertiary lymphoid organ neogenesis share common features signal intensities of genes specifying the GO molecular function term lymph node development (GO: 0048535) were examined in arrays prepared from wild-type and apoE-/- aortae. These results showed that Id2, Nfkb1, and Ltbr were constitutively expressed at significant levels in aortae of both mouse genotypes whereas other genes including Lta, Ltb, Glycam1, and the two lymphorganogenic genes Cxcl13 and Ccl21 were induced at 78 w in apoE-deficient aortae only. Thus, genes expressed by macrophage-foam cells and genes regulating ATLO neogenesis, embryonic lymph node development, or B cell maturation were constitutively expressed in the arterial wall in both genotypes or emerged in a stepwise fashion at 32 w and 78 w. To verify microarray signal intensity data, separate aortae extracts were examined by quantitative RT-PCR (QRT-PCR) analyses of wild-type and apoE-deficient mice at 32 and 78 w. These data showed that array signal values accurately reflected gene transcripts. Cell lineage analyses of the adventitial infiltrate and kinetic aorta microarray- and QRT-PCR analyses thus provided circumstantial evidence that immune responses in atherosclerosis intima lesions and the adventitia were distinct. To examine this possibility further, we selected areas of the abdominal aorta burdened with advanced lesions and separated lesions and corresponding adventitial infiltrates of 78 w old apoE-deficient mice by laser dissection microscopy. In addition, adventitiae of aorta segments that were not associated with adjacent lesions and adventitiae of wild-type mice were prepared. Consistent with the lack of a major adventitial leukocyte infiltration, wild-type adventitiae showed gene expression levels that were similar to lesion-free adventitiae of apoE-deficient mice indicating that atherosclerotic lesions directly affected adventitial inflammation in a segmental fashion. Stringent filter criteria identified genes that were differentially expressed in adventitiae and atherosclerotic lesions. Statistical analyses of overrepresented genes in GO molecular function or biological process groups were particularly instructive in cytokine activity, cytokine binding, antigen processing and presentation as well as in lymph node development. Thus, adventitiae in aorta segments with associated atherosclerotic lesions in cytokine activity showed overrepresentation of genes known to be associated with tertiary lymphoid organ formation including Cxcl13, Ccl21, and Ltb, whereas atherosclerotic lesions showed overrepresentation of prototype atherosclerosis-associated genes Ssp1 (osteopontin), Bmp4 (bone morphogenic protein 4), and Cxc3cl1 (fractalkine); in cytokine binding adventitiae showed overrepresentation of receptors implicated in B cell immunity and autoimmunity including Brl1 (counterreceptor for CXCL13), Ccr7, Tnfrsf4, and Cxcr3 whereas lesions showed overrepresentation of inflammatory mediator receptors including Tnfrs1b, Tgfbr1, and Il7r; moreover, in antigen processing and presentation, adventitiae showed overrepresentation of several histocompatibility loci; additional adventitial gene expression overrepresentations were observed in lymph node development (Fas, SpiB, Ltb, Flt3) whereas lesions showed expression of prototype macrophage genes including Tlr4, Tgfb1, and Tgfb2.  These data provide comprehensive topographical transcriptome information in adventitial tissue adjacent to atherosclerotic lesions versus lesions and are expected to form the basis for future cell lineage expression analyses using single cell detection methodology including ISH.Keywords: Atherosclerosis, aorta transcriptomes, adventitia, lymphocytes, dendritic cells, immune response, tertiary lymphoid organogenesis Wild-type and apoE-deficient mice on the C57BL/6J genetic background were maintained on a standard mouse chow. Total aortae were removed at the age of 6 (n=3), 32 (n=3), or 78 (n=3) w and microarrays were prepared from total RNA extracts or extracts of atherosclerotic lesions and adventitiae obtained by the use of a laser dissection microscope.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['Microarray profiling', 'Laser capture microdissection', 'Fuzzy c-means cluster algorithm', 'Unpaired Student t-test', 'Quantitative RT-PCR', 'Laser dissection microscopy', 'Single cell detection methodology', 'In situ hybridization (ISH)']
gse100000	Fosl1 transdifferentiate embryonic stem cells to differentiated trophoblast stem cells	This SuperSeries is composed of the SubSeries listed below. Refer to individual Series	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}, {'name': 'Genome binding/occupancy profiling by high throughput sequencing'}]	['Fosl1 overexpression', 'Transdifferentiation', 'Embryonic stem cell culture', 'Trophoblast stem cell culture']
gse100001	mRNA expression profiling of siDBP-mesangial cells	The goals of this study are to compare the difference between DBP knock-down group and control group in mesangial cells DBP was knock-down by siRNA and NC siRNA was set as control.	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}]	['mRNA expression profiling', 'siRNA knockdown', 'Control group establishment']
gse100002	Molecular and functional sex differences of noradrenergic neurons in the mouse locus coeruleus [Affymetrix]	Preclinical work has long focused only on male animals, even though sexual divergence in both baseline behaviors and drug responses clearly impact treatment outcomes in patients.  Psychiatric disorders are notably divergent, with males showing higher prevalence of ADHD and ASD, and females GAD and MDD. This divergence is reflected in quantitative differences in subclincal behaviors. The Noradrenergic neurotransmitter system is targeted by many psychiatric drugs, but is relatively uncharacterized at a molecular level.  We developed a mouse to profile these neurons, defining their both a baseline transcriptome, including druggable receptors, and their molecular  response to stimulation.  We also discovered a remarkable sexual divergence in their gene expression, including functionally increased expression of the EP3 receptor in females – a difference that can be used to modulate stress-induced anxiety in a sex specific manner.  These findings underscore the need to conduct preclinical studies in a manner balanced for sex, and suggest that baseline differences in noradrenergic neurons could underlay sexually divergent behaviors. Replicate pools of 5 mixed sex adult mice from each of two bacTRAP lines (B6;FVB-Tg(Slc6a2-EGFP/Rpl10a)JD1537Jdd/J and B6;FVB-Tg(Slc6a2-EGFP/Rpl10a)JD1538Jdd/J were analyzed.	gpt-3.5-turbo	[{'name': 'Other'}]	['Affymetrix microarray analysis', 'Transcriptome profiling', 'BacTRAP analysis']
gse100003	Integrating Extracellular Flux Measurements and Genome-Scale Modeling Reveals Novel Differences between Brown and White Adipocytes	This study predicted flux differences between brown and white adipocytes by integrating the results of extracellular flux analyzers, such as the Seahorse Analyzer, with metabolic modeling. The microarrays of the individuals' preadipocytes were used to support the predictions. These are the same individuals who were assayed by microarray in GSE68544. Paired microarrays of preadipocytes from white adipose tissue (WAT) and brown adipose tissue (BAT) from three individuals.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['Extracellular flux measurements', 'Genome-scale modeling', 'Microarrays']
gse100004	Molecular and functional sex differences of noradrenergic neurons in the mouse locus coeruleus [Illumina]	Preclinical work has long focused only on male animals, even though sexual divergence in both baseline behaviors and drug responses clearly impact treatment outcomes in patients.  Psychiatric disorders are notably divergent, with males showing higher prevalence of ADHD and ASD, and females GAD and MDD. This divergence is reflected in quantitative differences in subclincal behaviors. The Noradrenergic neurotransmitter system is targeted by many psychiatric drugs, but is relatively uncharacterized at a molecular level.  We developed a mouse to profile these neurons, defining their both a baseline transcriptome, including druggable receptors, and their molecular response to stimulation.  We also discovered a remarkable sexual divergence in their gene expression, including functionally increased expression of the EP3 receptor in females – a difference that can be used to modulate stress-induced anxiety in a sex specific manner.  These findings underscore the need to conduct preclinical studies in a manner balanced for sex, and suggest that baseline differences in noradrenergic neurons could underlay sexually divergent behaviors. Four adult male and four adult female mice from each of two bacTRAP lines (B6;FVB-Tg(Slc6a4-EGFP/Rpl10a)JD60Jdd/J, and B6;FVB-Tg(Slc6a2-EGFP/Rpl10a)JD1538Jdd/J) were injected with LPS or vehicle (sterile PBS) and monitored for lethargy and induction of fever. Samples were handled and hybridized in two batches counterbalanced for mouse line, sex, and LPS exposure.	gpt-3.5-turbo	[{'name': 'Other'}]	['bacTRAP', 'LPS injection', 'Behavioral monitoring', 'Transcriptome profiling', 'Hybridization']
gse100005	Molecular and functional sex differences of noradrenergic neurons in the mouse locus coeruleus	This SuperSeries is composed of the SubSeries listed below. Refer to individual Series	gpt-3.5-turbo	[{'name': 'Other'}]	['Immunohistochemistry', 'Fluorescence in situ hybridization', 'Laser capture microdissection', 'RNA sequencing']
gse100006	Developing the gene expression of glomerulus in anti-Thy1 nephritis	we followed the course of anti-Thy1 nephritis from days 1 to 5, establishing gene expression profiles at each timepoint using microarrays to explore the development of immunity. We established anti-Thy1 model by injection of anti-Thy1 antibody. The models were killed from day 1 to 5. The normal control group was killed at day 0.  Three glomeruli of each of six rats per timepoint were subjected to microarray analysis.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['Gene expression profiling', 'Microarray analysis', 'Injection of anti-Thy1 antibody', 'Establishment of anti-Thy1 model', 'Immunohistochemistry']
gse100007	Widespread translational remodeling during human neuronal differentiation	Faithful cellular differentiation requires precise coordination of changes in gene expression. However, the relative contributions of transcriptional and translational regulation during human cellular differentiation are unclear. Here, we induced forebrain neuronal differentiation of human embryonic stem cells (hESCs) and characterized genome-wide RNA and translation levels during neurogenesis. We find that thousands of genes change at the translation level across differentiation without a corresponding change in RNA level. Specifically, we identify mTOR complex 1 signaling as a key driver for elevated translation of translation-related genes in hESCs. In contrast, translational repression in active neurons is mediated by transcript 3′ UTRs, through regulatory sequences. Together, our findings identify a functional role for the dramatic 3′ UTR extensions that occur during brain development, and provide insights to interpret genetic variants in post-transcriptional control factors that influence neurodevelopmental disorders and diseases. Forebrain neural cultures differentiated from human embryonic stem cells were isolated and cellular RNA, polysomal RNA, and ribosome protected footprints were deep sequenced.	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}, {'name': 'Other'}]	['Deep sequencing', 'Ribosome profiling']
gse100009	The ZZ-type zinc finger of ZZZ3 modulates the ATAC complex-mediated histone acetylation and gene activation	Recognition of post-translational modifications on histones by epigenetic readers is a fundamental mechanism for the regulation of chromatin and transcription. Compared to the large number of readers that recognize histone methylation, only a few acetyllysine readers have been identified, including bromodomain, YEATS, and double plant homeodomain zinc finger (DPF). Here, we report the identification of a novel reader of histone H3, the ZZ-type zinc finger (ZZ) domain of ZZZ3, a subunit of the Ada-Two-A Containing (ATAC) histone acetyltransferase complex. The solution NMR structure of the ZZ in complex with the H3 peptide reveals a unique histone-binding mechanism involving caging of the N-terminal Alanine 1 of histone H3 in an acidic cavity of the ZZ domain. Importantly, acetylation on Lysine 4 of H3 (H3K4ac) enhances the binding, and in cells, ZZZ3 colocalizes with H3K4ac across the genome. The recognition of histone acetylation by ZZ is essential for chromatin occupancy of ZZZ3 and functions of the ATAC complex. Depletion of ZZZ3 or disruption of the ZZ-H3 interaction dampens ATAC dependent promoter histone H3K9 acetylation and the expression of ribosomal protein encoding genes. Overall, our study identifies the ZZ domain of ZZZ3 as a novel epigenetic reader that links the GCN5/ATAC complex to histone acetylation. ZZZ3, H3K4ac, and H3K4me3 ChIP-seq in H1299 cells and H3K9ac ChIP-seq in control and ZZZ3 KD H1299 cells; ZZZ3 ChIP-seq in control, ZZZ3 KD and KD cells ectopically expressing shRNA-resistant WT or indicated mutants; Flag ChIP-seq in vector and cells overexpressing WT or indicated mutants. mRNA-seq of control and ZZZ3 KD in H1299 cells.	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}, {'name': 'Genome binding/occupancy profiling by high throughput sequencing'}]	['ChIP-seq', 'mRNA-seq']
gse10001	Gene expression profiling in NCoR deficient mouse livers	The thyroid hormone receptor (TR) has been proposed to regulate target genes in the absence of triiodothyronine (T3), through the recruitment of the corepressors, NCoR and SMRT. NCoR and SMRT may thus play a key role in both hypothyroidism and resistance to thyroid hormone, though this has never been tested in vivo. To accomplish this we developed mice that express in the liver a NCoR protein (L-NCoR∆ID) that cannot interact with the TR. L-NCoR∆ID mice develop normally, however when made hypothyroid the repression of many positively regulated T3-target genes is abrogated, demonstrating that NCoR plays a specific and sufficient role in repression by the unliganded TR. Remarkably, in the euthyroid state, expression of many T3-targets are also upregulated in L-NCoR∆ID mice, demonstrating that NCoR also determines the magnitude of the response to T3 in euthyroid animals. While positive T3 targets were upregulated in L-NCoR∆ID mice in the hypo and euthyroid state there was less effect seen on negatively regulated T3 target genes. Thus, NCoR is a specific regulator of T3-action in vivo and mediates the activity of the unliganded TR. Furthermore, NCoR may play a key role in determining the differences in individual responses to similar levels of circulating T3.Keywords: NCoR, thyroid hormone signaling, mouse liver,  DNA Microarray To better assess the role of NCoR in positive and negative regulation we performed micorarray analysis of gene expression in the livers of euthyroid and hypothyroid control and L-NCoR∆ID mice.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['Gene expression profiling', 'DNA Microarray', 'Microarray analysis']
gse100010	RNA-directed DNA methylation involves co-transcriptional small RNA-guided slicing of Pol V transcripts in Arabidopsis	Small RNAs regulate chromatin modifications such as DNA methylation and gene silencing across eukaryotic genomes. In plants, RNA-directed DNA methylation (RdDM) requires 24-nucleotide (nt) small RNAs (siRNAs) that bind ARGONAUTE4 (AGO4) and target genomic regions for silencing. It also requires non-coding RNAs transcribed by RNA POLYMERASE V (Pol V), although their function is largely unknown. We utilized a modified global nuclear run-on (GRO) protocol followed by deep sequencing to capture Pol V nascent transcripts genome-wide. We uncovered unique characteristics of Pol V RNAs, including a uracil (U) common at position 10. This uracil was complementary to the 5’ adenine found in many AGO4-bound 24-nt siRNAs and was eliminated in an siRNA-deficient mutant. This indicates co-transcriptional slicing of Pol V transcripts by AGO4-bound siRNAs. Pol V transcript slicing also required the elongation factor SPT5L. These results highlight a novel step in RNA-mediated transcriptional gene silencing, which is a conserved process in many eukaryotes. 24 GROseq and 4 ChIPseq samples.	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}, {'name': 'Genome binding/occupancy profiling by high throughput sequencing'}]	['Global nuclear run-on (GRO)', 'Deep sequencing', 'ChIPseq']
gse100011	Ectopic application of the repressive histone modification H3K9me2 establishes postzygotic reproductive isolation in Arabidopsis thaliana	Hybrid seed lethality as a consequence of interspecies or interploidy hybridizations is a major mechanism of reproductive isolation in plants. This mechanism is manifested in the endosperm, a dosage sensitive tissue supporting embryo growth. Deregulated expression of imprinted genes like ADMETOS (ADM) underpin the interploidy hybridization barrier in Arabidopsis thaliana, however, the mechanisms of their action remained unknown. In this study we show that ADM interacts with the AT-hook domain protein AHL10 and the SET domain-containing SU(VAR)3-9 homolog SUVH9 and ectopically recruits the heterochromatic mark H3K9me2 to AT-rich transposable elements (TEs), causing deregulated expression of neighboring genes. Several hybrid incompatibility genes identified in Drosophila encode for heterochromatin-interacting proteins, which has led to the suggestion that hybrid incompatibilities evolve as consequence of interspecies divergence of selfish DNA elements and their regulation. Our data showing that imbalance of dosage-sensitive chromatin regulators underpins hybrid incompatibility in Arabidopsis strongly support this view, demonstrating that reproductive isolation as a consequence of epigenetic regulation of TEs is a conserved feature in animals and plants. 54 genome-wide ChIP sequencing libraries and 6 genome-wide cytosine methylation libraries. All libraries derive from INTACT purified endosperm from seeds at 4 days after pollination from the cross of maternal 2x Col-0 with paternal 2x Col-0 and the mutant backgrounds osd1-1, osd1-1 adm-2, adm-2, 2x suvh2-2 suvh9-1, 4x suvh2-2 suvh9-, 2x ahl10-1, 4x ahl10-1, and osd1-2.	gpt-3.5-turbo	[{'name': 'Genome binding/occupancy profiling by high throughput sequencing'}, {'name': 'Methylation profiling by high throughput sequencing'}]	['Chromatin immunoprecipitation sequencing (ChIP-seq)', 'INTACT (isolation of nuclei tagged in specific cell types)', 'Whole genome bisulfite sequencing (WGBS)']
gse100012	Diet-induced changes in gene expression of lean and obese mice in three different brain regions	By looking at the transcriptome of the hypothalamus, frontal cortex and striatum, we studied how the fine balance between the homeostatic and hedonic control of food intake can be influenced by diet For 8 weeks, lean group mice had access to standard chow (SC) mouse diet and obese group mice had a free choice access to SC and a chocolate-mixture diet (CM). Fontal cortex, striatum and hypothalamus, from lean and obese groups, were dissected upon completion of an 11-day test battery and total RNAs extracted.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['Transcriptome analysis', 'Dissection', 'RNA extraction']
gse100013	mRNA sequencing of human glioma stem like cell and Kaposi's sarcoma assocaited herpesvirs infected human glioma stem like cell.	Difference of cell growth between KSHV infected human glioblastoma stem like cell and uninfected cell. Examination of KSHV infected glioma stem like cell and mock infected cells.	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}]	['mRNA sequencing', 'Cell growth assay', 'Examination (possibly including microscopy and/or flow cytometry)', 'KSHV infection assay']
gse100014	Expression data comparing Normal Human Bronchial Epithelial Cells (NHBE) cells in states of senescence, proliferation and quiescence	EGFR inhibitor Erlotinib treatment can induce NHBE into profound cell cycle arrest that include senescence and quiescence. Because senescent cells feature high senescence assocaited-beta-galactosidase(SA-β-gal) activty, which has been used as marker for FACS based collection of senescent and quiescent cells, respectively. After FACS sorting based on SA-β-gal activty, control (DMSO treated), quiescent (Erlotinib treated), senescent NHBE cells (Erlotinib treated) have been selected for RNA extraction and hybridization on Affymetrix microarray. We aimed to explore genes, the expression of which are specifically changed in senescence group (Erlotinib-SE), while remain similar expression pattern in both control (DMSO-CON) and quiescence (Erlotinib-Q) group.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['FACS sorting', 'RNA extraction', 'Hybridization on Affymetrix microarray']
gse100015	Microarray analysis of mRNA expression in E14.5 and E16.5 mouse ovaries with and without Coup-tfII (Nr2f2)	COUP-TFII (NR2F2) is expressed in somatic cells in fetal ovary. To investigate the function of COUP-TFII , we used Cre-flox model to ablate Coup-tfII in the fetal ovariesWe performed microarray to compare gene expression profile between control and knockout ovaries. We established a tamoxifen inducible WT1-CreERT2; COUP-TFII flox/flox model to ablate Coup-tfII by injecting tamoxifen (2 mg/10g body weight) at E11.5 and E12.5. Control and knockout ovaries were collected at E14.5 and E16.5 for RNA extraction and hybridization on Affymetrix microarrays.	gpt-3.5-turbo	[{'name': 'Expression profiling by array'}]	['Microarray analysis', 'Cre-flox model', 'Tamoxifen inducible model', 'WT1-CreERT2', 'RNA extraction', 'Hybridization on Affymetrix microarrays']
gse100016	The first large-scale sequencing of M. javanica transcriptomes from salivary glands, liver and small intestine by using Illumina HiSeq technology	The Malayan pangolin (Manis javanica), an unusual mammal that is a scale-covered, toothless specialist myrmecophage, is maintained primarily through captive breeding in China. Maintaining this species in captivity is a significant challenge partly because little is known about its behavior and reproduction. The molecular mechanisms of its digestive system play a key role in the feeding and dietary husbandry of pangolins in captivity. Here, we performed the first large-scale sequencing of M. javanica transcriptomes from three digestive organs—the salivary glands, liver, and small intestine—by using Illumina HiSeq technology- to provides useful genetic resources for future functional work that may be relevant for the maintenance of captive pangolins. RNA-Seq analysis of three digestive organs: salivary glands, liver, and small intestine	gpt-3.5-turbo	[{'name': 'Expression profiling by high throughput sequencing'}]	['RNA-Seq', 'Sequencing', 'Transcriptome analysis', 'Illumina HiSeq technology']
gse100017	miRNAs regulated by HDAC6 in HCC	Revealing miRNAs that are regulated by HDAC6 overexpression in hepatocellular carcinoma miRNA expression profiling of 3 Hep3B_Mock and 3 Hep3B_HDAC6 was performed using GenoExplorer Microarray platform. 10 ug of total RNA was isolated from Hep3B HCC cell line that transfected pcDNA3.1_Mock or pcDNA3.1_HDAC6 and then labeled and hybridized to a to microRNA chip for analysis under optimized conditions. The arrays with hybridized targets were scanned using an Axon scanner and the scanned images were analyzed using GenePix® Pro 5.0 software (Axon Instruments) and spots of poor quality determined by visual inspection were also removed from further analysis. The resulting data, the average of 3 mean fluorescence signal intensities for each probe, collected from each array was submitted to the GenePlex 3.0 (Istech Inc. Seoul, Korea) database. Data were normalized using the method of quantile normalization and class-specific filtering.	gpt-3.5-turbo	[{'name': 'Non-coding RNA profiling by array'}]	['miRNA expression profiling', 'Isolation of total RNA', 'Labeling and hybridization', 'Microarray analysis', 'Scanning', 'Image analysis', 'Data analysis', 'Normalization, quantile normalization', 'Class-specific filtering']
gse100018	CLIP-seq analysis of NC-RNA interactions in wild-type and eccentric particles	Nucleocapsid (NC) CLIP-seq experiments were conducted on wild-type and eccentric HIV-1 virions generated in the presence of allosteric integrase inhibitor, BI-B2. NC CLIP-seq experiments were conducted by immunoprecipitation of NC-RNA complexes from fully formed mature and eccentric virus particles. Libraries of RNA molecules bound by NC were generated and sequenced by Illumina Hi-Seq2500 platform.	gpt-3.5-turbo	[{'name': 'Other'}]	['CLIP-seq', 'Immunoprecipitation', 'Illumina Hi-Seq2500 platform', 'Library preparation']
gse100019	Loss-of-function mutations TDRD7 lead to a rare novel syndrome combining congenital cataract and non-obstructive azoospermia in humans	Purpose: Comorbid familial non-obstructive azoospermia (NOA) and congenital cataract (CC) has not been reported previously, and no single human gene has been associated with both diseases in humans. Our purpose is to uncover novel human mutations and genes causing familial NOA and CC.  Methods: We performed whole-exome sequencing for two brothers with both NOA and CC from a consanguineous family.The proband was also carried out SNP array analysis. Mutation screening of TDRD7 was performed in another similar consanguineous family and 176 patients with azoospermia or CC alone and 520 healthy controls. Histological analysis was performed for the biopsied testicle sample in one patient, and knockout mice were constructed to verify the phenotype of the mutation in TDRD7.   Results: Two novel loss-of-function mutations (c.324_325insA (T110Nfs*30) and (c.688-689insA (p.Y230X), respectively) of TDRD7 were found in the affected patients from the two unrelated consanguineous families. Histological analysis demonstrated a lack of mature sperm in the male patient’s seminiferous tubules. The mutations were not detected in patients with CC or NOA alone. Mice with Tdrd7 gene disrupted at a similar position precisely replicated the human syndrome.   Conclusions: We identified TDRD7 causing CC as a new pathogenic gene for male azoospermia in human, with an autosomal recessive mode of inheritance. Affymetrix SNP arrays were performed according to the manufacturer's directions on DNA extracted from peripheral blood samples.	gpt-3.5-turbo	[{'name': 'Genome variation profiling by SNP array'}]	['Whole-exome sequencing', 'SNP array analysis', 'Mutation screening', 'Histological analysis', 'Knockout mice construction']
reframedb_a00172	[collaborator]Disney-ALS-associated Toxicity	Primary screen for inhibitors of RAN translation for ALS Purpose Screen for inhibitors of RAN translation for ALS.  The most common genetic cause of ALS is a hexanucleotide repeat expansion G4C2 located in intron 1 of C9ORF72 The transcript causes toxicity via various mechanisms: sequestration of proteins involved in RNA biogenesis / alternative pre-mRNA splicing defects defects in nuclear trafficking generation of toxic proteins by non-canonical translation events, repeat associated non-ATG (RAN) translation  Protocol All the steps will be performed in a BSL2+ environment. Imaging of the plates and quantification of the infection will be performed using a HCS-compatible microscope (Opera). Readout Fluorescence Detection Method plate-based Detection Reagents CTG Components cells, compounds, substrate Drug Concetration 10 Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell-based'}]	['High-content screening', 'Fluorescence imaging', 'Plate-based detection']
reframedb_a00360	Screen for Acanthamoeba growth inhibitors using CellTiterGlo	Secondary Assay: Identification of growth inhibitors of Acanthamoeba castellanii via luminescence cell-based assay Purpose Acanthamoeba spp. are free-living amebae widely spread in the environment that can act as opportunistic pathogens and cause deadly human infections. Acanthamoeba spp. can enter either via respiratory tract or broken skin and invade the CNS, causing Granulomatous Amebic Encephalitis (GAE), which is more common in immunosuppressed individuals. Acanthamoeba spp. can also cause amebic keratitis, a severe eye infection among contact lens wearers. In our screen we incubated the A. castellanii trophozoites with the compounds for 48 hours and assessed viability using CellTiter-Glo Luminescent Cell Viability Assay (Promega). The antiparasitic activity is calculated based on the reduction of luminescence signal compared to the DMSO-treated controls. Protocol The compounds were screened against Acanthamoeba castellanii following an ATP-bioluminescence based assay for cell growth and survival. For 8-point dose response study, 50 uL of A. castellanii (2,500 trophozoites) were added to plated compounds to yield final concentrations spanning from 0.078 uM-10 uM. Negative controls in the screen plates contained 0.5% DMSO and positive controls contained 50 uM of chlorhexidine. Assay plates were incubated for 48 h at 28?C and at the end of incubation 25 uL of CellTiter-Glo Luminescent Cell Viability Assay (Promega) were added in each well of the 96-well plates to induce cell lysis. The resulting ATP-bioluminescence of the trophozoites was measured at room temperature using an Envision plate reader from PerkinElmer.  Readout We are measuring luminescence after addition of CellTiter Glo. Signal is proportional to cell viability after exposure with the ReFRAME compounds. Background is the signal with media and reagent. Maximum signal is obtained with cells treated with DMSO.  Detection Method luminescence Detection Reagents CellTiter Glo Components Acanthamoeba castellanii, CellTiter Glo Drug Concetration 10  Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell based'}]	['Cell culture', 'Luminescence assay', 'Dose response study', 'ATP-bioluminescence based assay', 'Cell viability assay', 'Drug screening', 'Enzyme kinetics']
reframedb_a00190	Modulators of neuronal mitostasis	High content, cell-based assay designed to identify compounds that modulate neuronal mitostasis. Purpose This high content, cell-based assay has been designed to identify compounds that modulate mitostasis in neurons. The assay employs primary neurons isolated from a mouse line that conditionally expresses a Cre-dependent, mitochondrial-localized GFP reporter. The image-based assay identifies compounds that can modulate a variety of phenotypic properties of mitochondria, including length, width, number, area occupied, etc. Mitochondrial deficits are included in the pathophysiology neurodegenerative and many other diseases. Protocol Primary neurons are plated on clear bottom 1536-well plates coated with Poly-D-Lysine and cultured for 13 days. On day 13 cells are dosed with compounds and then incubated for another 48 hours.  Readout Plates are imaged at DIV15 with a GE Incell 6000 system utilizing 60x objective. Images are analyzed using GE Developer software in order to determine modulators of mitochondrial content, elongation and health. Neutral controls are used for calculating robust Z-scores. Detection Method plates are imaged at div15 with a ge incell 6000 system utilizing 60x objective. images are analyzed using ge developer software in order to determine modulators of mitochondrial content, elongation and health. neutral controls are used for calculating robust z-scores. Detection Reagents neuronal mitochondria tag with GFP Components primary neurons from mice P0 pups Drug Concetration 12.5  Ã‚ÂµM	gpt-3.5-turbo	[{'name': 'cell based'}, {'name': 'high content imaging'}]	['High content, cell-based assay', 'Image-based assay', 'Primary neuron isolation', 'GFP reporter assay', 'Mitochondrial morphology analysis', 'Incubation', 'Plating', 'Compound dosing', 'Plate imaging', 'Image analysis', 'Z-score calculation']
