"Data Set","Data Set Version","Apollo","Contact","Contact institution","Release # and date","Build Number Introduced","Category","Data Set Name","dataset_id","Organism(s) (source or reference)","Publications","Release Policy","Short Attribution","Summary","Type","Genes"
"WGS of C. parvum isolates from animals (PRJNA633764) (C. hominis aligned)","2020-05-20","Apollo","Compare-europe.eu","N/A","CryptoDB rel. 57, 2022-APR-21","57","Genetic variation","chomTU502_HTS_SNP_Animal_isolate_WGS_RSRC","DS_9b88b7f1a3","<i>Cryptosporidium hominis</i> TU502<br>","N/A","N/A","Compare-europe.eu","IWhole genome sequencing of <i>C. parvum</i> isolates retrieved from animal hosts aligned to <i>C. hominis</i>.","isolates","N/A"
"MetaCyc Metabolic Pathway Database","2019.06.03","N/A","BioCyc Database Collection","N/A","CryptoDB rel. 1.0, 01-JAN-05","0","Metabolic pathways","Pathways_MetaCyc_RSRC","DS_9c4bcfb00e","<br>","26527732","N/A","BioCyc Database Collection","Metacyc is a curated database of experimentally elucidated metabolic pathways from all domains of life.","pathway","N/A"
"<i>Cryptosporidium hominis</i> isolate TU502_2012 Genome Sequence and Annotation","2017-01-06","N/A","Joana C. Silva","Institute for Genome Sciences, University of Maryland School of Medicine","CryptoDB rel. 7.0, 2014-SEP-10","22","Genomes","chomTU502_2012_primary_genome_RSRC","DS_9ef8fb5462","<i>Cryptosporidium hominis</i> isolate TU502_2012<br>","27519257, 28095366","N/A","Ifeonu et al.","<i>Cryptosporidium hominis</i> isolate TU502_2012 sequence and annotation","genome","3797"
"P. cf. gigantea isolate JS-555 and JS-575c transcriptomes","2022-07-02","Apollo","Isabelle Florent","Museum National d Histoire Naturelle, Paris France","CryptoDB rel. 61, 2022-DEC-15","61","RNASeq","pgigA_pgigA_isolatesJS555_JS5575c_RNASeq_RSRC_ebi_rnaSeq_RSRC","DS_a0ab131b55","<i>Porospora cf.</i> gigantea A<br>","35780080","N/A","Boisard et al.","Transcriptome of <i>Porospora cf. gigantea</i> isolates JS-555 (~ 35 cysts, Lobster #26, Roscoff bay) and JS-575c (~ 40 cysts, Lobster #34, Roscoff Lobster tank facility)","transcript_expression","N/A"
"The GenBank Non-Redundant Protein Sequence Database (NRDB)","2021-03-22","N/A","NRDB","NCBI","CryptoDB rel. 1.0, 01-JAN-05","0","Genomes and Annotation","NRDB_RSRC","DS_a7163a9f0d","<br>","N/A","N/A","NRDB","The GenBank non-redundant protein sequence database (NRDB) is a component of the NCBI BLAST databases 
         and contains entries from GenPept, Swissprot, PIR, PDF, PDB and NCBI RefSeq.","external_sequences","N/A"
"OrthoMCL Ortholog Groups","6r21","N/A","David S. Roos","Department of Biology, University of Pennsylvania","CryptoDB rel. 1.0, 01-JAN-05","0","Orthology and synteny","OrthoMCL_RSRC","DS_a8f4849fb9","<br>","12952885, 16381887","N/A","David S. Roos","Ortholog group assignments as predicted by OrthoMCL","orthology","N/A"
"Cryptosporidium parvum IowaII full cell atlas","2023-07-26","Apollo","Boris Striepen","University of Pennsylvania","CryptoDB rel. 65, 2023-SEP-14","65","scRNA-Seq","cparIowaII_walzer_all_cellxgene_RSRC","DS_aa8bf63ef4","<i>Cryptosporidium parvum</i> Iowa II<br>","N/A","N/A","Walzer et al.","Single cell atlas of full lifecycle in Cryptosporidium parvum Iowa II","transcript_expression","N/A"
"Oocyst Wall Proteome (IowaII)","2008-10-28","Apollo","Belinda Ferrari","Department of Biological Sciences, Macquarie University","CryptoDB rel. 1.0, 01-JAN-05","0","Protein expression","cparIowaII_massSpec_Ferrari_LTQ_RSRC","DS_b0de67ca60","<i>Cryptosporidium parvum</i> Iowa II<br>","16696982","N/A","Truong and Ferrari","Proteome of intact oocyst, oocyst wall and sporozoite of <i>C. parvum</i> IowaII determined by 
    		linear ion trap mass spec","protein_expression","N/A"
"Lifecycle progression and sexual development","2019-07-25","Apollo","Boris Striepen","University of Pennsylvania","CryptoDB rel. 45, 2019-SEP-05","45","RNASeq","cparIowaII_Tandel_Lifecycle_development_rnaSeq_RSRC","DS_b14c36920f","<i>Cryptosporidium parvum</i> Iowa II<br>","31477896","N/A","Tandel et al.","<i>Cryptosporiudium parvum</i> reporter lines were used to follow parasite development in culture and infected mice and define the genes that orchestrate sex and oocyst formation through mRNA-Seq of sorted cells.","transcript_expression","N/A"
"Transcriptome of C. parvum sporozoites treated with GalNAc","2018-05-22","Apollo","Giovanni Widmer","Cummings School of Veterinary Medicine, Tufts University","CryptoDB rel. 41, 2018-DEC-13","41","RNASeq","cparIowaII_Widmer_ExtraCellular_Stages_ebi_rnaSeq_RSRC","DS_b786df5901","<i>Cryptosporidium parvum</i> Iowa II<br>","N/A","N/A","Widmer 2018","Transcriptome of <i>C. parvum</i> sporozoites treated with GalNAc to induce differentiation","transcript_expression","N/A"
"Genomic variation in patient-derived Cryptosporidium hominis samples (C. parvum aligned)","2016-01-12","Apollo","Jessica Beser","Department of Microbiology, Public Health Agency of Sweden, Solna, Sweden","CryptoDB rel. 57, 2022-APR-21","57","Genetic variation","cparIowaII_HTS_SNP_Sikora_Clinical_Stool_Samples_RSRC","DS_b8f73726ef","<i>Cryptosporidium parvum</i> Iowa II<br>","28003424, 28919550","N/A","Sikora et al. 2016","Genomic variation in patient-derived <i>Cryptosporidium hominis</i> samples","isolates","N/A"
"Paired end whole genome sequencing and comparative genomic analysis (C. parvum aligned)","2014-12-18","Apollo","Lihua Xiao","South China Agricultural University","CryptoDB rel. 57, 2022-APR-21","57","Genetic variation","cparIowaII_HTS_SNP_Guo_Genetic_Recombination_Paired_End_RSRC","DS_baca73415b","<i>Cryptosporidium parvum</i> Iowa II<br>","N/A","N/A","Lihua Xiao","Whole genome sequencing of <i>Cryptosporidium hominis</i> subtypes","isolates","N/A"
"<i>Vitrella brassicaformis</i> CCMP3155 Genome Sequence and Annotation","2014-05-15","Apollo","Arnab Pain","King Abdullah University of Science and Technology","CryptoDB rel. 8.0, 2015-JAN-14","23","Genomes","vbraCCMP3155_primary_genome_RSRC","DS_bcfee7f7ee","<i>Vitrella brassicaformis</i> CCMP3155<br>","26175406","N/A","Arnab Pain","Genome Sequence and Annotation for <i>Vitrella brassicaformis</i> CCMP3155","genome","23412"
"<i>Cryptosporidium andersoni</i> isolate 30847 Genome Sequence and Annotation","2016-11-03","Apollo","Lihua Xiao","South China Agricultural University","CryptoDB rel. 52, 2021-MAY-20","32","Genomes","cand30847_primary_genome_RSRC","DS_bd2ba20f68","<i>Cryptosporidium andersoni</i> isolate 30847<br>","27931183","N/A","Lihua Xiao","<i>Cryptosporidium andersoni</i> solate 30847 sequence and annotation","genome","3904"
"Immune Epitope Database (IEDB)","N/A","Apollo","IEDB","La Jolla Institute for Allergy and Immunology, Center For Infectious Disease, Allergy and Asthma Research","CryptoDB rel. 1.0, 01-JAN-05","0","Immunology","_IEDB(.*)RSRC$","DS_c3d9ec667a","<i>Chromera velia</i> CCMP2878<br><i>Cryptosporidium andersoni</i> isolate 30847<br><i>Cryptosporidium bovis</i> isolate 45015<br><i>Cryptosporidium hominis</i> TU502<br><i>Cryptosporidium meleagridis</i> strain UKMEL1<br><i>Cryptosporidium muris</i> RN66<br><i>Cryptosporidium parvum</i> Iowa II<br><i>Cryptosporidium ryanae</i> 45019<br><i>Cryptosporidium sp.</i> chipmunk genotype I strain 37763<br><i>Cryptosporidium tyzzeri</i> isolate UGA55<br><i>Cryptosporidium ubiquitum</i> isolate 39726<br><i>Gregarina niphandrodes</i> Unknown strain<br><i>Vitrella brassicaformis</i> CCMP3155<br>","19906713, 22610854","N/A","IEDB","IEDB epitopes.","epitope","N/A"
"C. parvum transcripts from bld 36","bld36","Apollo","Vivek Kapur","University of Minnesota","CryptoDB rel. 1.0, 01-JAN-05","0","Sequence sites, features and motifs","cparIowaII_bld36Transcripts_transcript_sequences_RSRC","DS_c83685c112","<i>Cryptosporidium parvum</i> Iowa II<br>","N/A","N/A","Vivek Kapur","Transcripts for C. parvum IOWA II from CryptoDB Release 36.","aligned_sequence","N/A"
"<i>Porospora gigantea</i> B Genome Sequence and Annotation","2021-09-14","N/A","Isabelle Florent","Museum National d Histoire Naturelle, Paris France","CryptoDB rel. 65, 2023-SEP-14","61","Genomes","pgigB_primary_genome_RSRC","DS_c8ace9e1f6","<i>Porospora cf.</i> gigantea B<br>","35780080","N/A","Isabelle Florent","Genome sequence and annotation for <i>Porospora cf. gigantea</i> B, a marine eugregarine apicomplexan which was sequenced with Illumina methods.","genome","5361"
"C. parvum WGS of clinical isolates (C. hominis aligned)","2019-05-04","Apollo","Kevin Tyler","University of East Anglia","CryptoDB rel. 57, 2022-APR-21","57","Genetic variation","chomTU502_HTS_SNP_Nader_Clinical_Isolates_RSRC","DS_cc23accd38","<i>Cryptosporidium hominis</i> TU502<br>","30833731","N/A","Nader et al.","Whole genome sequence of C. parvum isolates determined by an IMS/Illumina-based method for the WGS of clinical isolates","isolates","N/A"
"Comparative genomics of Cryptosporidium spp. 34902 and 35090 (C. parvum aligned)","2017-04-14","Apollo","Lihua Xiao","South China Agricultural University","CryptoDB rel. 34, 2017-SEP-07","34","Genetic variation","cparIowaII_HTS_SNP_Feng_Comparative_Single_End_HTS_SNPs_RSRC","DS_d05d77c803","<i>Cryptosporidium parvum</i> Iowa II<br>","28192123","N/A","Lihua Xiao","Comparative genomic analysis of the IId subtype family of <i>Cryptosporidium parvum</i> isolates 34902 and 35090","isolates","N/A"
"<i>Cryptosporidium tyzzeri</i> isolate UGA55 Genome Sequence and Annotation","2017-11-16","Apollo","Boris Striepen","University of Pennsylvania","CryptoDB rel. 52, 2021-MAY-20","36","Genomes","ctyzUGA55_primary_genome_RSRC","DS_d190ae02e1","<i>Cryptosporidium tyzzeri</i> isolate UGA55<br>","31231045","N/A","Boris Striepen","<i>Cryptosporidium tyzzeri</i> isolate UGA55 sequence and annotation","genome","4038"
"Whole genome sequences of C. hominis isolates from stool samples (C. hominis aligned)","2015-08-29","Apollo","Rachel Chalmers","Cryptosporidium Reference Unit, Public Health Wales Microbiology ABM, Singleton Hospital","CryptoDB rel. 36, 2018-FEB-19","36","Genetic variation","chomTU502_HTS_SNP_Hadfield_IMS_Stool_Samples_RSRC","DS_d45f4a2849","<i>Cryptosporidium hominis</i> TU502<br>","26318339","N/A","Rachel Chalmers","Whole genome sequence of three <i>Cryptosporidium hominis</i> isolates directly from stool samples without the 
    intermediate step of propagation of oocysts in animals or whole genome amplification","isolates","N/A"
"KEGG Metabolic Pathways","2021.11","N/A","KEGG","KEGG","CryptoDB rel. 1.0, 01-JAN-05","0","KEGG Metabolic Pathways","Pathways_KEGG_RSRC","DS_d7d1b2b1ce","<br>","N/A","N/A","KEGG","Metabolic Pathway records from KEGG","pathway","N/A"
"Transcriptome of C. parvum intracellular stages","2018-10-02","Apollo","Giovanni Widmer","Cummings School of Veterinary Medicine, Tufts University","CryptoDB rel. 41, 2018-DEC-13","41","RNASeq","cparIowaII_Widmer_intracellularStages_ebi_rnaSeq_RSRC","DS_db22744127","<i>Cryptosporidium parvum</i> Iowa II<br>","N/A","N/A","Widmer et al.","Transcriptome of <i>C. parvum</i> intracellular stages","transcript_expression","N/A"
"AlphaFold Predictions","AlphaFold-release4","N/A","AlphaFold","EMBL-EBI","CryptoDB rel. 60, 2022-NOV-09","60","Protein Structure","alphaFold_RSRC","DS_dc1c8cb24c","<br>","34265844, 34791371","N/A","AlphaFold","AlphaFold is an artificial intelligence created by DeepMind that predicts protein structure from amino acid sequences. AlphaFold has worked with EMBL-EBI to create a publicly available database of structural predictions.","function","N/A"
"Transcriptome of C. hominis oocysts","2018-05-22","Apollo","Giovanni Widmer","Cummings School of Veterinary Medicine, Tufts University","CryptoDB rel. 41, 2018-DEC-13","41","RNASeq","chomTU502_Widmer_oocysts_ebi_rnaSeq_RSRC","DS_e2d612d987","<i>Cryptosporidium hominis</i> TU502<br>","N/A","N/A","Widmer 2018","Transcriptome of <i>C. hominis</i> oocysts","transcript_expression","N/A"
"Transcriptome of oocyst and intracellular stages","2016-11-11","Apollo","Giovanni Widmer","Cummings School of Veterinary Medicine, Tufts University","CryptoDB rel. 32, 2017-APR-20","32","RNASeq","cparIowaII_Widmer_IntraExtra_Cellular_Stages_ebi_rnaSeq_RSRC","DS_eb01624959","<i>Cryptosporidium parvum</i> Iowa II<br>","29530089","N/A","Widmer et al.","<i>Cryptosporidium parvum</i> transcriptome from intracellular (24 h post-infection) and oocysts Stages.","transcript_expression","N/A"
"<i>Cryptosporidium ubiquitum</i> isolate 39726 Genome Sequence and Annotation","2016-11-03","Apollo","Lihua Xiao","South China Agricultural University","CryptoDB rel. 52, 2021-MAY-20","31","Genomes","cubi39726_primary_genome_RSRC","DS_ee6b7f175a","<i>Cryptosporidium ubiquitum</i> isolate 39726<br>","N/A","N/A","Lihua Xiao","<i>Cryptosporidium ubiquitum</i> isolate 39726 sequence and annotation","genome","3766"
"<i>Cryptosporidium ryanae</i> 45019 Genome Sequence and Annotation","2022-01-05","Apollo","Lihua Xiao","South China Agricultural University","CryptoDB rel. 58, 2022-JUN-23","58","Genomes","crya45019_primary_genome_RSRC","DS_f3949602c7","<i>Cryptosporidium ryanae</i> 45019<br>","32416746","N/A","Lihua Xiao","Genome Sequence and Annotation of <i>Cryptosporidium ryanae</i> 45019","genome","3711"
"<i>Cryptosporidium hominis</i> TU502 Genome Sequence and Annotation","2004-10-17","Apollo","Gregory A. Buck","Center for the Study of Biological Complexity, Virginia Commonwealth University","CryptoDB rel. 52, 2021-MAY-20","0","Genomes","chomTU502_primary_genome_RSRC","DS_f64f8df92c","<i>Cryptosporidium hominis</i> TU502<br>","15510150","N/A","Gregory A. Buck","<i>Cryptosporidium hominis</i> TU502 sequence and annotation","genome","3956"
"<i>Cryptosporidium sp. chipmunk genotype I</i> strain 37763 Genome Sequence and Annotation","2021-12-28","Apollo","Lihua Xiao","South China Agricultural University","CryptoDB rel. 58, 2022-JUN-23","58","Genomes","cspc37763_primary_genome_RSRC","DS_f6c8985853","<i>Cryptosporidium sp.</i> chipmunk genotype I strain 37763<br>","31117941","N/A","Lihua Xiao","Genome Sequence and Annotation of <i>Cryptosporidium sp.</i> chipmunk genotype I strain 37763","genome","3783"
"Oocyst Transcriptome: Control vs. UV treatment","1.0_gus4","Apollo","Guan Zhu","Texas A&M University","CryptoDB rel. 6.0, 2014-FEB-03","20","DNA Microarray Assay","cparIowaII_microarrayExpression_Zhu_GSE34307_RSRC","DS_f7a8040723","<i>Cryptosporidium parvum</i> Iowa II<br>","23171372","N/A","Zhang et al.","Global gene expression in <i>C. parvum</i> oocysts (environmental stage) and oocysts treated with UV
    were determined by whole genome microarray.","transcript_expression","N/A"
"<i>Cryptosporidium meleagridis</i> strain UKMEL1 Genome Sequence and Annotation","2018-02-02","Apollo","Giovanni Widmer","Cummings School of Veterinary Medicine, Tufts University","CryptoDB rel. 7.0, 2014-SEP-10","22","Genomes","cmelUKMEL1_primary_genome_RSRC","DS_f96bc6ca59","<i>Cryptosporidium meleagridis</i> strain UKMEL1<br>","27519257","N/A","Giovanni Widmer","Genome sequence and annotation for <i>Cryptosporidium meleagridis</i> strain UKMEL1","genome","3806"
"Gene Ontology","2021-11-16","N/A","GO Consortium","N/A","CryptoDB rel. 1.0, 01-JAN-05","0","Ontology","GO_RSRC","DS_fba620f00d","<br>","10802651","N/A","GO Consortium","GO annotations from The GO Consortium","function","N/A"
